feature	Anaerospora	Deinococcus	KD4.96.Genus	Caldilineaceae.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Vampirovibrio	Vampirovibrionaceae.Genus	Obscuribacteraceae.Genus	Frankiales.Genus	Nakamurella	PeM15.Genus	Longivirga	Gordonia	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Marmoricola	Brevibacterium	Kineosporiaceae.Genus	Leucobacter	Agromyces	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	Ilumatobacteraceae.Genus	Microtrichaceae.Genus	IMCC26256.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Clostridium.sensu.stricto.12	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.5	Clostridium.sensu.stricto.18	Clostridium.sensu.stricto.9	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcaceae.Genus	Peptostreptococcus	Amnipila	Geothermomicrobium	Lachnoclostridium	Cetobacterium	Brevibacillus	Enterococcus	Ligilactobacillus	Limosilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Lysinibacillus	Exiguobacterium	Brochothrix	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	env.OPS.17.Genus	Fluviicola	Dinghuibacter	Aurantisolimonas	Flavihumibacter	Saprospiraceae.Genus	Haliscomenobacter	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	Ohtaekwangia	OLB12	Flectobacillus	Runella	Babeliales.Genus	Babeliaceae.Genus	Pedosphaeraceae.Genus	Chthoniobacter	Verrucomicrobiae.Genus	Methanosarcina	Methanobacteriaceae.Genus	Saccharimonadales.Genus	TM7a	ZOR0006	Armatimonadota.Genus	Defluviicoccales.Genus	Candidatus.Alysiosphaera	A0839.Genus	Polymorphobacter	Magnetospirillum	Blastomonas	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mycoplana	Martelella	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Aminobacter	Paracoccus	Defluviimonas	Rhodobacteraceae.Genus	Tabrizicola	Gemmobacter	Pseudorhodobacter	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Bradyrhizobium	Novispirillum	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Caedibacter	Candidatus.Megaira	Rickettsiaceae.Genus	Bdellovibrio	X0319.6G20.Genus	Desulfobacterota.Genus	Sandaracinaceae.Genus	Haliangium	Pajaroellobacter	Phaselicystis	Aetherobacter	Blfdi19.Genus	NB1.j.Genus	Candidatus.Berkiella	Candidatus.Competibacter	Stenotrophomonas	Luteimonas	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Neisseriaceae.Genus	AAP99	Dechloromonas	Rhizobacter	Curvibacter	Rubrivivax	Comamonadaceae.Genus	Aquabacterium	Paucibacter	Crenobacter	IS.44	SC.I.84.Genus	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Neochlamydia	Parachlamydiaceae.Genus	Chlamydiales.Genus	Candidatus.Protochlamydia	Simkania	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	SM1A02	CL500.3	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneriaceae.Genus	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus
RTF155	0	0	0	0	102	23	0	4	37	0	0	48	68	1716	92	537	16	540	0	7	0	0	0	0	0	15	0	8	98	294	0	0	0	6	0	69	6	0	0	34	45	16	0	530	0	0	0	9	0	22	18718	0	88	0	0	0	0	0	0	0	0	77	0	0	8	0	0	0	0	0	0	6	6	0	0	2205	141	0	0	0	0	0	0	603	0	0	0	0	0	0	0	19	39	0	0	0	1199	0	3694	0	0	17	0	0	0	0	27	0	0	0	0	0	0	0	0	0	19	0	74	957	0	16	75	0	0	44	0	39	8343	0	0	0	15	0	0	0	13	0	0	0	4	0	11	7	0	0	0	30	0	0	0	0	0	42	0	0	0	0	96	20	685	0	0	0	0	0	48	0	0	476	170	0	0	0	0	12	0	0	1596	1676	0	186	0	0	181	0	0	3	0	0	0	0	36	0	0	6	0	0	0	98	8	0	0	0	0	0	38	0	0	0	3	4	7	19	319	0	3	48	205	0	0	628	35	6	84	0	0	0
RTF171	0	0	7	0	133	0	0	193	13	18	0	91	60	1821	1003	1727	17	2980	80	0	0	0	0	0	15	2	0	21	113	208	0	0	0	6	25	66	6	0	0	80	0	0	0	4456	7	0	0	0	0	0	14106	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	14	27	0	0	1506	129	32	0	0	0	0	0	756	0	0	0	0	0	0	4	8	38	0	4	5	1091	0	1364	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	10	48	785	0	26	47	0	0	0	16	43	3821	0	0	0	8	38	0	0	16	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	19	0	0	0	0	13	14	800	0	0	0	0	0	55	25	0	1023	114	0	0	0	0	0	0	0	2063	1207	0	0	0	0	100	0	0	0	0	0	9	0	75	0	0	11	0	0	0	13	13	29	0	0	0	0	78	0	0	7	0	27	17	14	255	0	4	118	435	0	0	651	30	0	9	0	2	0
RTF172	0	0	0	0	89	0	0	7	41	22	0	16	44	846	425	1343	0	1481	59	0	0	0	0	0	14	8	0	9	53	118	0	0	0	0	17	46	0	0	0	46	0	0	0	467	0	0	0	0	0	0	20312	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	436	0	4	14	15	0	5	533	11	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	17	7	0	0	422	0	2793	0	0	13	0	0	0	0	15	0	0	0	0	0	0	0	12	0	0	0	22	463	0	0	36	0	0	52	0	37	2760	0	0	0	16	20	0	0	8	6	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	24	0	0	0	0	0	0	454	0	0	0	0	0	32	0	0	192	60	0	0	0	0	0	0	5	4957	3697	0	0	0	0	28	0	0	0	0	0	0	0	30	0	0	9	0	0	0	24	5	16	0	0	0	0	28	0	0	3	0	6	0	0	138	0	0	91	196	0	0	279	27	0	36	0	0	0
RTF173	0	0	8	0	111	0	0	82	68	19	0	41	47	1669	1572	1775	11	4855	228	0	0	0	0	0	7	0	0	0	59	128	0	0	0	0	14	23	0	0	7	83	0	0	0	598	0	0	0	0	0	0	14658	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	94	0	8	11	22	0	0	857	32	32	0	0	0	0	0	1261	0	6	0	0	0	0	0	0	50	4	0	0	346	10	879	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	10	35	15	41	683	0	22	47	0	0	0	30	26	3465	0	0	0	0	31	0	0	8	0	0	0	8	0	3	0	0	0	0	35	0	0	0	0	0	33	0	0	0	0	105	39	693	0	0	6	0	0	59	0	0	584	101	0	0	0	0	0	0	0	3093	1172	0	0	0	0	73	4	0	0	0	10	0	0	76	0	0	15	0	0	0	37	0	23	2	0	4	0	44	0	0	0	0	14	22	55	301	0	7	126	264	0	0	759	50	0	22	0	0	0
RTF174	0	0	0	0	38	0	0	186	11	0	0	27	28	1041	363	899	12	2558	25	5	0	0	0	0	7	0	0	0	20	153	0	0	0	0	14	69	0	0	0	35	0	0	0	321	0	0	0	0	0	0	12295	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	141	0	0	0	0	0	0	82	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	27	65	0	0	0	37	9	4183	0	0	0	0	0	0	0	61	0	3	0	0	0	0	0	0	0	0	0	23	1027	0	0	64	0	0	34	0	0	6715	0	0	0	15	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	23	29	492	0	0	0	0	0	17	0	0	210	79	0	0	0	0	0	0	0	6325	1713	0	0	0	0	142	0	0	0	0	19	0	0	12	0	0	5	0	0	0	12	0	12	0	0	0	5	31	0	0	0	0	14	0	12	46	0	0	69	61	0	0	157	0	0	114	3	0	0
RTF181	0	0	0	0	0	0	0	0	89	0	0	910	20	4145	1005	745	0	2955	555	0	0	0	0	0	0	0	0	93	144	8	26	0	0	0	23	0	0	0	0	0	0	0	0	1042	0	0	0	0	0	0	10289	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	20	0	0	0	0	0	40	2244	86	26	0	0	0	0	0	440	0	0	0	0	0	0	0	0	3	53	0	0	5	0	1285	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	9	30	0	0	0	246	0	0	208	0	0	7	0	83	2735	0	0	0	0	179	0	0	54	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	520	0	0	0	0	0	47	0	0	433	0	0	0	0	0	0	0	0	43	5761	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	48	7	0	0	0	0	0	207	0	0	0	336	57	0	0	270	0	0	0	186	0	0	2	0	11	0	20	0	0
RTF182	0	0	0	0	4	0	0	0	171	0	0	1020	16	4570	1090	549	0	4018	298	0	0	0	0	0	0	0	0	113	150	16	28	0	0	12	9	0	0	0	0	0	0	0	0	1295	0	0	0	0	0	0	14756	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	19	0	0	4	0	0	0	3134	72	43	0	0	0	0	0	470	0	0	0	0	0	0	0	0	16	7	0	0	6	0	2244	0	0	0	0	0	0	0	15	23	16	0	0	0	0	0	19	39	0	0	0	343	0	0	258	0	0	9	0	132	4348	0	0	0	8	287	0	0	59	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	359	0	0	0	0	0	27	0	0	209	0	0	0	0	0	0	0	0	381	2883	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	97	9	12	0	0	0	0	284	0	0	0	435	77	0	0	312	0	0	0	218	0	0	7	0	12	0	69	0	0
RTF183	0	0	0	0	0	0	0	0	93	0	0	1274	26	5201	1268	716	8	3625	583	3	0	0	0	0	0	0	0	136	182	29	46	0	0	6	15	11	0	0	0	0	0	0	0	1542	0	0	0	0	0	0	10341	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	7	0	0	0	0	0	8	2918	95	40	0	0	0	0	0	607	0	0	0	0	0	0	0	0	8	3	0	0	3	0	663	0	0	2	0	0	0	0	6	16	21	0	0	0	0	0	12	0	0	0	0	379	0	0	233	0	0	0	0	98	4024	0	0	0	0	253	0	0	70	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	403	0	0	0	0	0	44	0	0	206	90	0	0	0	0	0	0	0	91	1924	0	0	7	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	83	0	15	0	0	0	0	468	0	0	0	480	102	0	0	370	0	0	0	245	0	0	0	0	23	0	27	0	0
RTF184	0	0	0	0	0	0	0	0	115	0	0	822	14	5905	1249	1347	14	3541	358	3	0	0	0	0	0	0	9	86	146	20	22	0	0	15	12	6	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	9581	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	5	28	0	0	0	0	0	25	2989	65	29	0	0	0	0	0	524	0	0	0	0	0	0	0	0	15	0	0	0	3	0	418	0	0	9	0	0	0	0	0	38	0	0	0	0	0	17	21	32	0	0	0	420	0	0	284	0	0	22	0	109	4832	0	0	0	0	256	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	462	0	0	0	0	0	31	0	0	495	90	0	0	0	0	0	0	0	105	2528	0	0	0	0	21	0	0	0	0	12	0	0	0	0	0	0	0	0	0	123	0	19	2	0	0	0	285	0	0	0	293	65	0	0	358	0	0	0	231	0	0	12	0	25	0	128	0	0
RTF185	0	0	0	0	4	0	0	0	79	0	0	777	23	4389	921	605	0	3664	472	0	0	0	0	0	0	0	0	45	167	19	13	0	0	13	13	0	0	0	0	0	0	0	0	1501	0	0	0	0	0	0	7976	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	56	0	0	0	0	0	11	2195	69	22	0	0	0	0	0	426	0	0	0	0	0	0	0	0	10	0	0	0	0	0	931	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	23	14	0	0	0	268	0	0	195	0	0	0	0	58	3836	0	0	0	0	129	0	0	63	0	7	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	226	0	0	0	0	0	43	0	0	129	28	0	0	0	0	0	0	0	60	1882	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	11	7	2	0	0	0	205	0	0	0	120	54	0	0	258	0	0	0	127	0	0	9	0	12	0	53	0	0
RTF201	0	0	6	0	0	0	0	0	27	0	0	1442	21	4497	297	581	12	6803	36	0	0	0	0	0	0	0	0	189	117	14	17	0	0	9	12	11	0	0	0	0	0	0	0	518	0	0	0	0	0	0	9669	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	15	0	0	5	1919	271	44	0	0	0	0	0	1064	0	0	0	0	0	0	0	0	183	0	0	0	5	0	3112	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	414	0	9	389	0	0	10	0	112	1346	0	0	0	22	65	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	411	361	0	0	0	0	0	55	0	0	644	14	0	0	0	0	0	0	0	349	1851	0	15	10	0	146	0	0	0	0	52	0	0	0	0	0	0	0	0	0	33	11	43	0	0	0	0	347	0	0	0	151	86	0	0	540	0	0	0	276	0	0	149	0	88	0	13	0	0
RTF202	0	0	25	0	17	0	0	0	47	14	0	4827	140	6441	174	2168	145	9303	99	17	0	0	0	0	0	0	0	468	710	21	75	0	0	26	45	21	0	0	0	0	0	0	20	1436	0	0	0	0	0	0	23505	37	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	7	0	0	50	19	0	0	0	4739	881	270	0	0	0	0	0	2241	0	0	0	0	0	0	0	0	38	0	0	0	0	0	9121	0	0	20	0	0	0	0	202	39	33	0	0	0	0	0	0	59	0	0	0	1061	0	16	827	0	0	97	0	457	7459	0	0	0	65	175	0	0	147	0	0	0	77	0	0	0	7	0	0	0	0	29	0	0	0	0	0	0	0	0	0	158	1112	0	0	0	0	0	209	0	0	876	24	0	0	0	0	0	0	0	381	8431	0	10	9	0	1560	0	0	0	0	54	0	0	0	0	0	0	0	0	0	57	0	15	0	0	0	0	912	0	0	0	179	49	0	0	2193	0	0	0	1258	0	0	8	0	37	0	10	0	0
RTF203	0	0	15	0	17	0	0	0	41	28	0	5736	93	6194	198	1901	151	7725	107	21	0	0	0	0	0	75	0	718	709	20	95	0	0	28	34	9	0	0	0	0	0	0	10	1852	0	0	0	0	0	0	50552	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	20	1976	0	12	0	0	0	0	4931	1385	212	0	0	0	0	0	1471	0	0	0	0	0	0	0	0	15	38	0	0	17	0	13066	0	0	0	0	0	0	0	47	29	16	0	0	0	0	0	9	0	0	0	0	1453	0	0	857	0	0	15	0	533	6690	0	0	0	13	153	0	0	140	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	1653	0	0	0	0	0	216	0	0	1098	30	0	0	0	0	0	0	0	488	10003	0	0	42	0	234	0	0	0	0	37	0	0	0	0	0	0	0	0	0	68	0	17	0	0	0	0	761	0	0	0	323	37	2	0	1765	0	0	0	911	0	0	16	0	18	0	2	0	0
RTF204	0	0	14	0	0	0	0	0	0	22	0	2291	96	2479	199	909	11	6685	112	12	0	0	0	0	0	0	0	386	285	35	37	0	0	22	16	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	12183	0	22	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	35	0	6	36	0	0	0	1549	844	52	0	0	0	0	0	289	0	0	0	0	0	0	0	0	19	11	0	0	0	0	3422	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	9	0	0	0	691	0	17	286	0	0	0	0	186	2066	0	0	7	25	207	0	0	50	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	572	0	0	0	0	0	115	0	0	733	0	0	0	0	0	0	0	0	492	2361	0	0	0	0	420	0	0	0	0	14	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	123	0	0	0	60	257	0	0	568	0	0	0	220	0	0	15	0	34	0	0	0	0
RTF211	0	0	3	0	35	0	0	10	6	0	0	21	48	2110	82	429	18	564	0	7	0	0	0	0	0	0	0	12	35	153	0	0	0	9	0	19	0	0	0	14	0	0	0	402	0	0	0	0	0	0	12784	3	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	2	0	81	0	0	0	0	899	12	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	14	5	0	0	442	0	1910	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	29	186	0	0	56	0	0	0	0	50	3375	0	0	0	17	11	0	0	7	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	16	0	0	0	0	528	178	145	0	0	0	0	0	14	0	0	491	215	0	0	0	0	0	0	0	6775	3278	0	5	0	4	152	0	0	0	0	4	0	0	5	0	0	0	0	0	0	25	0	0	4	0	0	0	14	0	0	0	0	16	3	0	111	0	0	32	198	0	0	219	9	0	58	0	0	0
RTF212	0	0	5	0	106	0	0	3	21	15	0	43	54	1863	140	444	0	652	0	0	0	0	0	0	0	4	0	17	68	221	0	0	0	0	10	33	0	0	0	25	0	0	5	1254	0	0	0	0	0	3	20455	0	6	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	9	3	0	0	0	1361	92	10	0	0	0	0	0	384	0	23	0	0	0	0	0	0	40	6	0	0	1366	0	2274	0	0	11	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	0	34	320	0	0	81	0	0	0	0	59	4918	0	0	0	6	12	0	0	7	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	49	0	0	0	0	259	131	443	0	0	0	0	0	35	0	0	699	313	0	0	0	0	0	0	7	3954	2598	0	0	0	0	95	0	0	0	0	0	0	0	7	0	0	0	0	0	0	41	0	0	0	0	0	0	40	0	0	0	0	7	0	15	276	0	0	29	278	0	0	344	32	12	30	0	0	0
RTF213	3	0	0	0	167	4	0	0	21	0	0	49	57	3897	154	513	6	1250	0	0	0	5	0	0	0	2	0	20	101	169	0	0	0	0	0	57	8	0	0	35	16	0	9	623	0	0	0	0	0	0	7732	0	27	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	40	0	12	0	0	2325	74	34	0	0	0	0	0	781	0	17	0	0	0	0	0	0	61	0	0	3	1783	15	540	0	0	6	0	0	0	0	0	0	19	0	0	0	13	0	40	0	37	0	146	548	0	26	84	0	0	0	0	105	5696	0	0	0	11	26	0	0	27	9	0	0	0	0	0	9	8	5	0	44	0	0	0	0	0	73	0	0	0	0	153	77	921	0	0	0	0	0	70	0	0	763	209	0	0	0	0	0	0	0	3130	1985	0	0	0	0	177	0	0	0	0	11	0	0	35	0	0	0	0	0	4	67	0	0	0	0	7	0	94	0	0	0	0	54	28	25	544	0	0	137	706	0	0	1184	99	27	45	0	0	0
RTF214	0	0	0	0	20	0	0	0	18	0	0	0	11	2141	22	137	0	319	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	3	0	0	7	0	0	0	109	0	0	0	3	0	0	17870	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	217	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	7	0	0	0	101	0	1211	0	0	2	0	0	0	0	28	11	0	0	0	0	0	0	16	0	0	0	15	31	0	0	35	0	0	14	0	0	1545	0	0	0	12	17	0	0	11	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	7	0	0	0	0	431	24	165	0	0	0	0	0	9	0	0	512	500	0	0	0	0	0	0	15	12702	4424	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	6	54	0	0	3	145	0	0	92	9	0	19	0	0	0
RTF231	0	0	0	0	216	0	0	268	35	24	0	0	46	1866	605	822	15	4302	383	5	0	4	0	0	10	11	0	0	62	112	0	0	0	6	29	48	0	0	0	27	0	0	0	515	0	0	0	0	0	0	11631	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	25	0	0	658	89	30	0	0	0	0	0	500	0	55	12	0	0	0	0	0	47	5	0	0	513	0	1655	0	0	0	0	0	0	0	10	0	28	0	0	0	0	0	9	0	11	21	35	490	0	51	48	0	0	14	0	23	2045	0	0	0	17	14	23	0	18	21	19	0	19	0	4	0	0	3	0	81	0	7	0	0	0	9	0	0	0	0	59	31	319	0	0	0	0	0	45	26	0	187	48	0	0	0	0	0	0	0	5447	1320	0	0	0	0	51	0	0	0	0	84	8	0	60	0	0	17	0	0	0	24	0	65	0	0	0	0	12	0	0	0	9	157	25	25	218	0	0	181	463	0	2	608	19	0	10	5	0	0
RTF232	0	0	9	0	64	0	0	25	0	0	0	0	26	1551	315	1147	11	2050	67	0	0	0	0	0	13	0	0	0	32	46	0	0	0	0	0	8	0	0	0	23	0	0	0	186	7	0	0	0	0	0	13817	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	2	13	0	0	354	7	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	6	0	0	0	196	0	8558	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	216	0	13	41	0	0	0	0	20	1660	0	0	0	17	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	345	40	464	0	0	0	0	0	26	0	0	156	52	0	0	0	0	0	0	11	14715	2703	0	11	0	0	39	0	0	0	0	25	0	0	27	0	5	0	0	0	0	0	0	20	0	0	0	0	9	0	0	0	0	25	0	0	57	0	0	16	165	0	0	179	7	0	0	0	0	0
RTF233	0	0	11	0	203	0	0	236	26	0	0	36	25	3340	1503	1323	18	5774	64	0	0	0	0	0	0	0	0	10	48	87	0	0	0	0	15	47	6	0	0	51	0	0	0	835	0	0	0	0	0	5	10087	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	6	7	20	0	0	577	50	28	0	0	0	0	0	482	0	11	0	0	0	0	0	0	119	0	0	0	355	4	2168	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	23	12	79	559	0	42	21	0	0	0	0	31	1690	0	0	0	14	23	0	0	24	0	0	0	10	0	7	4	0	0	0	77	0	0	0	30	0	28	0	0	0	0	209	20	393	0	0	0	0	0	23	29	0	238	42	0	0	0	0	0	0	0	3901	2450	0	0	0	0	30	0	0	0	0	128	0	9	103	0	0	0	0	0	0	21	19	113	0	0	0	0	17	0	0	2	27	174	35	30	90	0	8	219	365	0	0	602	30	8	5	0	4	0
RTF234	0	0	3	0	122	0	0	57	20	18	0	0	22	1622	500	1362	20	2267	147	0	0	0	0	0	5	0	0	0	69	79	0	0	0	8	0	45	0	0	0	27	0	0	0	393	5	0	0	0	4	0	16987	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	20	15	9	0	0	444	20	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	14	0	0	0	588	0	4495	0	0	5	0	0	0	0	42	0	7	0	0	0	0	0	17	0	22	0	54	430	0	33	46	0	0	21	0	33	2266	0	0	0	32	21	0	0	13	0	0	0	0	0	0	0	0	0	0	28	0	6	0	7	0	28	0	0	0	0	398	55	421	0	0	0	0	0	32	0	0	199	71	0	0	0	0	0	0	14	9665	3810	0	0	0	0	50	0	0	0	0	11	0	0	42	0	18	8	0	0	0	22	0	0	0	0	0	0	22	0	0	0	3	32	23	25	83	0	0	118	369	0	0	750	15	0	6	0	0	0
RTF241	0	0	3	0	0	0	0	0	49	0	0	605	15	7491	1114	1020	0	2494	338	0	0	0	0	0	0	0	0	17	84	0	26	0	0	0	20	23	0	0	0	0	0	0	0	2954	0	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	1934	12	32	0	0	0	0	0	1478	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	20	35	0	0	0	0	0	30	33	0	0	0	223	0	0	144	0	0	16	0	32	2737	0	0	0	0	322	0	0	137	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	380	0	0	0	0	0	29	0	0	148	0	0	0	0	0	0	0	0	77	1687	0	0	9	0	51	0	0	0	0	12	0	0	0	0	0	0	0	0	0	52	0	16	0	0	0	0	126	0	0	0	424	93	0	0	291	0	0	0	852	0	0	0	0	53	0	30	0	0
RTF242	0	0	13	0	0	0	0	0	32	0	0	458	0	7428	1102	1022	5	2660	307	0	0	0	0	0	0	0	0	26	75	0	14	0	0	18	0	16	0	0	0	0	0	0	0	1924	0	0	0	0	0	0	10188	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	1697	0	22	0	0	0	0	0	757	0	0	0	0	0	0	0	0	10	4	0	0	0	0	26	0	0	5	0	0	0	0	0	0	22	0	0	0	0	0	36	36	0	0	0	217	0	0	153	0	0	0	0	25	2290	0	0	0	0	224	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	176	84	0	0	0	0	0	20	0	0	112	0	0	0	0	0	0	0	0	752	3051	0	0	11	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	22	0	0	0	0	67	0	0	0	350	122	0	0	279	0	0	0	901	0	0	22	0	67	0	20	0	0
