feature	Anaerospora	Deinococcus	KD4.96.Genus	Caldilineaceae.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Vampirovibrio	Vampirovibrionaceae.Genus	Obscuribacteraceae.Genus	Frankiales.Genus	Nakamurella	PeM15.Genus	Longivirga	Gordonia	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Marmoricola	Brevibacterium	Kineosporiaceae.Genus	Leucobacter	Agromyces	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	Ilumatobacteraceae.Genus	Microtrichaceae.Genus	IMCC26256.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Clostridium.sensu.stricto.12	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.5	Clostridium.sensu.stricto.18	Clostridium.sensu.stricto.9	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcaceae.Genus	Peptostreptococcus	Amnipila	Geothermomicrobium	Lachnoclostridium	Cetobacterium	Brevibacillus	Enterococcus	Ligilactobacillus	Limosilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Lysinibacillus	Exiguobacterium	Brochothrix	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	env.OPS.17.Genus	Fluviicola	Dinghuibacter	Aurantisolimonas	Flavihumibacter	Saprospiraceae.Genus	Haliscomenobacter	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	Ohtaekwangia	OLB12	Flectobacillus	Runella	Babeliales.Genus	Babeliaceae.Genus	Pedosphaeraceae.Genus	Chthoniobacter	Verrucomicrobiae.Genus	Methanosarcina	Methanobacteriaceae.Genus	Saccharimonadales.Genus	TM7a	ZOR0006	Armatimonadota.Genus	Defluviicoccales.Genus	Candidatus.Alysiosphaera	A0839.Genus	Polymorphobacter	Magnetospirillum	Blastomonas	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mycoplana	Martelella	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Aminobacter	Paracoccus	Defluviimonas	Rhodobacteraceae.Genus	Tabrizicola	Gemmobacter	Pseudorhodobacter	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Bradyrhizobium	Novispirillum	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Caedibacter	Candidatus.Megaira	Rickettsiaceae.Genus	Bdellovibrio	X0319.6G20.Genus	Desulfobacterota.Genus	Sandaracinaceae.Genus	Haliangium	Pajaroellobacter	Phaselicystis	Aetherobacter	Blfdi19.Genus	NB1.j.Genus	Candidatus.Berkiella	Candidatus.Competibacter	Stenotrophomonas	Luteimonas	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Neisseriaceae.Genus	AAP99	Dechloromonas	Rhizobacter	Curvibacter	Rubrivivax	Comamonadaceae.Genus	Aquabacterium	Paucibacter	Crenobacter	IS.44	SC.I.84.Genus	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Neochlamydia	Parachlamydiaceae.Genus	Chlamydiales.Genus	Candidatus.Protochlamydia	Simkania	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	SM1A02	CL500.3	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneriaceae.Genus	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus
RTF243	0	0	7	0	54	0	0	0	59	0	0	597	27	9498	2630	2722	0	3364	439	0	0	0	0	0	0	0	0	31	74	8	25	0	4	26	64	73	0	0	0	0	0	0	0	3219	0	0	0	0	0	0	849	31	0	0	0	0	0	0	0	0	0	177	8	0	0	0	0	4	0	0	19	0	0	0	0	3000	33	35	0	0	0	0	0	1219	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	18	0	0	0	0	11	0	65	0	0	0	7	0	137	99	0	0	0	469	0	9	390	0	0	29	0	34	4452	0	0	0	12	626	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	13	0	0	0	0	15	21	0	0	0	0	0	24	0	0	79	8	0	0	0	0	0	0	0	52	571	0	0	30	0	45	0	0	0	0	10	0	5	0	0	0	0	0	0	0	103	0	58	0	0	0	0	40	0	0	0	182	264	0	0	605	0	0	0	1921	0	0	10	0	76	0	102	0	4
RTF244	0	0	19	0	0	0	0	0	52	0	0	929	55	7297	1667	1330	10	2852	765	4	0	0	0	0	0	0	0	52	95	0	48	0	0	30	18	20	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	5449	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	3304	16	41	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	82	14	0	0	0	331	0	0	81	0	0	35	0	31	3740	0	0	3	0	519	0	0	159	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	69	0	0	0	0	0	45	0	0	0	16	0	0	0	0	0	0	0	30	276	0	0	8	0	16	0	0	0	0	39	0	0	0	0	0	0	0	0	0	132	0	68	0	0	0	0	196	0	0	0	729	222	12	0	560	0	0	0	2135	0	0	22	0	136	0	71	0	0
RTF261	0	0	90	0	34	0	0	0	516	187	0	1671	32	6410	65	1507	87	4109	230	4	0	8	0	0	0	0	0	401	390	139	85	0	0	28	28	0	0	0	0	0	0	0	10	1457	0	0	0	0	0	0	6644	41	0	0	0	0	0	0	0	0	27	94	0	0	0	0	0	5	0	0	0	0	0	0	0	2890	157	77	0	0	0	0	0	6581	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1063	0	0	22	0	0	0	0	110	31	0	0	0	0	0	0	45	35	0	0	0	349	0	0	1297	0	0	87	0	151	2986	0	0	0	38	380	0	0	158	0	0	0	122	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	460	0	0	0	0	0	235	0	0	117	31	0	0	0	0	0	0	0	1063	3439	0	0	43	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	530	0	0	0	762	40	0	12	1096	0	0	0	1231	0	0	15	0	41	0	3	0	0
RTF262	0	0	21	0	7	0	0	0	136	61	0	892	18	3098	29	786	20	1857	179	0	0	0	3	0	0	0	0	148	150	46	38	0	0	0	0	0	0	0	0	0	0	0	18	847	0	0	0	0	0	3	20570	0	3	0	0	0	0	0	0	0	0	27	0	0	0	5	0	5	0	0	31	0	0	0	0	986	85	46	0	0	0	0	0	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	7	0	0	0	0	77	0	0	0	0	0	0	0	8	18	0	0	0	128	0	0	687	0	0	20	0	52	1252	0	0	0	20	0	0	0	52	0	0	0	54	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	989	0	0	0	0	0	105	0	0	716	262	0	0	0	0	0	0	0	719	7333	0	0	11	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	174	0	0	0	299	19	0	0	341	0	0	0	434	0	0	6	0	18	0	0	0	0
RTF263	0	7	46	0	0	0	0	0	320	131	0	576	14	3673	71	1062	117	2868	86	29	0	19	0	0	0	12	0	243	217	154	26	0	0	13	45	3	0	0	0	0	0	0	27	1747	0	0	0	0	0	0	5968	30	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	20	0	0	0	0	1070	123	44	0	0	0	0	0	1730	0	0	0	0	0	5	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	1109	0	18	0	0	0	0	0	37	112	0	0	0	173	0	0	1385	0	0	139	0	316	2437	0	0	0	123	112	0	0	55	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	400	0	0	0	0	0	92	0	0	152	96	0	0	0	0	0	0	0	2921	3394	0	0	41	0	46	0	0	0	0	16	0	0	0	0	0	0	0	0	0	31	0	7	0	0	0	0	403	0	0	0	125	22	0	17	600	0	0	0	475	0	0	0	0	24	0	10	0	0
RTF265	0	239	0	0	0	0	0	0	0	0	0	0	0	15	0	53	10	17	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	493	0	0	0	236	95	73	760	61	90	303	490	125	289	137	0	31	459	0	77	175	0	0	0	322	0	0	25	0	12	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	9	0	34	0	0	0	0	0	91	69	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0	89	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	25	47	0	0	0	98	0	35	0	953	0	0	0	0	331	65	0	81	0	0	94	0	0	0	0	0	0	0	0	43	173	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
RTF271	5	0	24	0	882	69	36	15	109	47	0	100	64	2509	467	1038	0	885	336	0	0	0	5	0	0	0	0	0	574	72	0	0	0	26	51	179	40	0	0	24	0	4	0	1315	0	0	0	0	0	0	4414	13	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	115	0	0	1079	65	12	0	0	0	0	0	1819	0	71	45	0	0	0	0	0	92	0	0	0	1622	0	135	0	0	52	15	0	0	0	8	37	61	0	0	0	0	0	32	0	105	40	431	557	0	140	112	0	0	0	0	76	5534	0	0	0	21	140	0	0	128	0	24	0	0	0	0	14	0	0	6	224	0	65	0	41	0	328	0	0	0	0	621	22	256	0	0	0	0	0	194	0	0	1292	147	0	0	0	0	0	0	0	1404	3367	0	0	23	6	204	0	0	3	0	0	28	0	44	0	0	9	5	0	34	73	0	0	0	0	18	3	175	5	0	7	35	127	88	123	184	0	0	361	850	0	0	3209	259	104	74	32	0	0
RTF272	0	0	0	0	75	27	0	0	50	0	0	0	33	657	0	287	0	174	0	0	0	0	0	0	0	0	0	0	60	20	0	0	0	4	0	10	0	0	0	3	0	0	0	5721	0	0	0	0	0	0	10651	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	807	0	49	0	0	0	0	0	0	12	0	0	0	216	0	383	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	20	0	31	79	0	11	7	0	0	0	0	0	1123	0	0	0	0	15	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	30	0	0	0	0	46	0	1161	0	0	0	0	0	53	0	0	186	152	0	0	0	0	0	0	0	12000	2654	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	32	0	0	0	0	5	5	6	40	0	0	44	183	0	0	523	21	19	21	4	0	0
RTF273	0	0	26	0	466	80	0	0	170	24	0	33	71	3608	105	733	11	704	0	0	0	0	0	0	0	0	0	0	256	34	0	6	0	0	7	40	5	0	0	19	0	4	11	1895	0	0	0	0	0	0	12934	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	16	0	0	0	0	820	44	13	0	0	0	0	0	1903	0	115	0	0	0	0	2	0	66	9	3	0	541	0	409	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	51	17	102	383	0	18	58	0	0	0	10	50	3810	0	0	0	10	53	0	0	42	0	0	0	4	0	0	11	0	0	0	45	0	0	0	12	0	107	0	0	0	0	856	27	979	0	0	0	0	0	212	0	0	885	189	0	0	0	0	0	0	0	1225	2886	0	0	0	0	162	0	0	0	0	0	3	0	5	0	0	0	0	0	0	50	0	0	6	0	0	0	66	9	0	0	8	20	25	11	202	0	0	134	569	0	0	1950	135	67	43	15	0	0
RTF274	0	0	0	0	447	136	0	0	228	32	0	68	51	2322	77	682	10	639	0	0	0	0	0	0	0	18	0	5	349	38	0	9	0	0	0	57	12	0	0	13	14	0	0	1247	0	0	0	0	0	0	11089	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	7	0	0	12	0	0	0	0	683	25	0	0	0	0	0	0	1554	0	87	6	0	0	0	0	0	48	0	0	0	591	0	342	0	0	7	7	0	0	0	0	0	15	0	0	0	0	0	0	4	52	24	139	338	0	33	69	0	0	20	0	80	4376	0	0	0	0	76	0	0	61	0	4	0	12	0	11	11	0	0	0	62	0	0	0	14	0	113	0	0	0	0	880	3	899	0	0	0	0	0	188	0	0	734	166	0	0	0	0	0	0	0	1173	8316	0	0	0	0	226	0	0	5	0	0	0	0	3	0	0	0	0	0	0	84	0	0	0	0	0	0	70	0	0	0	8	40	27	11	182	0	0	149	643	0	0	1985	131	98	63	7	0	0
RTF275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	473	0	0	15	0	0	0	0	0	0	0	0	0	21	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	4852	29358	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF292	0	0	34	7	815	64	0	10	45	33	0	18	22	2489	1205	2711	16	3642	975	6	0	0	0	0	0	0	0	3	402	122	0	8	0	23	54	77	40	0	0	107	3	0	0	1032	11	0	0	0	0	0	5675	0	0	0	0	0	0	0	0	0	0	371	0	0	7	0	0	0	0	0	54	0	60	0	0	1892	38	41	0	0	0	0	0	1493	0	0	80	0	0	0	0	0	19	0	3	0	1138	0	88	0	0	100	0	0	0	0	0	26	24	0	0	0	0	0	45	0	141	90	366	946	0	248	130	0	0	0	13	66	8139	0	0	0	32	83	0	0	126	10	0	0	18	0	11	0	0	0	0	210	0	59	0	57	0	304	0	0	0	0	209	0	1001	0	0	0	0	0	175	0	0	556	38	0	0	0	0	0	0	0	2169	2439	0	0	0	0	136	0	6	0	0	8	0	0	238	0	0	0	0	0	21	96	0	14	12	0	0	42	115	35	0	31	167	70	114	90	144	0	0	518	1665	0	0	4195	212	19	3	0	7	0
RTF293	0	0	23	0	486	145	0	0	10	24	0	0	21	1650	803	2262	0	2098	151	0	0	0	0	0	5	0	0	0	235	87	0	0	0	10	0	37	20	0	0	38	0	0	0	893	5	0	0	4	0	0	10073	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	20	0	16	0	0	494	0	10	0	0	0	0	0	325	0	61	16	0	0	0	0	0	11	4	0	0	522	0	1195	0	0	20	3	0	0	0	13	10	25	0	0	0	0	0	44	0	55	33	133	383	0	75	129	0	0	31	0	63	4483	0	0	0	29	23	0	0	23	0	0	0	28	0	0	0	0	0	0	31	0	17	0	42	0	110	0	0	0	0	120	0	892	0	0	0	0	0	80	0	0	828	51	0	0	0	0	0	0	0	7084	1477	0	0	0	0	156	0	0	8	0	14	11	0	117	0	0	0	0	0	0	38	0	0	4	0	0	0	8	0	0	3	44	56	37	54	79	0	0	286	818	0	0	2197	94	13	18	0	0	0
RTF294	2	3	23	0	528	43	0	0	31	29	0	0	24	2179	1063	3272	0	3635	137	0	0	0	0	0	4	0	0	2	393	62	8	11	0	7	13	65	22	0	0	42	0	0	0	2825	0	0	0	0	0	0	2423	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	7	0	0	14	0	61	72	0	1712	72	30	18	0	0	32	6	2987	0	151	54	0	0	0	0	0	39	0	0	0	1408	0	63	0	0	19	0	0	0	0	0	0	24	0	0	0	0	0	0	0	60	54	179	560	0	109	71	0	0	37	0	47	3727	0	0	0	0	54	0	0	96	0	7	0	9	0	23	6	14	0	0	402	47	10	0	80	0	220	0	0	0	5	23	0	1155	0	0	0	0	0	120	0	0	308	57	0	0	0	0	0	0	0	2167	563	0	0	0	0	93	6	0	0	0	9	14	0	156	2	0	0	0	0	11	39	9	21	0	0	12	0	101	10	0	9	295	45	52	88	111	0	0	576	1521	0	0	2735	118	46	9	10	0	0
RTF295	0	0	33	0	551	82	0	12	37	31	0	5	26	1901	864	2391	14	2227	239	5	0	0	0	0	0	0	0	0	261	74	0	6	0	0	7	28	0	0	0	64	0	0	7	455	0	0	0	0	0	0	8417	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	3	0	0	15	0	12	0	0	832	24	9	0	0	0	0	0	1482	0	63	26	0	0	0	0	2	24	0	0	0	589	0	226	0	0	23	0	0	0	0	0	16	0	0	0	0	0	0	22	5	59	37	147	389	0	77	108	0	0	32	0	45	3921	0	0	0	0	0	0	0	39	0	0	0	12	0	5	0	0	0	0	34	0	9	0	39	0	155	0	0	0	0	748	0	784	0	0	3	0	0	73	0	0	878	43	0	0	0	0	0	0	0	8884	1380	0	24	0	0	108	4	0	0	0	5	5	0	132	0	0	0	0	0	0	22	0	9	0	0	10	0	50	0	0	0	111	52	44	85	119	0	0	413	1066	0	0	2835	165	26	12	9	14	0
