feature	Anaerospora	RBG.13.54.9.Genus	Meiothermus	Deinococcus	KD4.96.Genus	Caldilineaceae.Genus	Lineage.IIb.Genus	SBR1031.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Obscuribacteraceae.Genus	Vampirovibrio	Vampirovibrionaceae.Genus	Frankiales.Genus	Nakamurella	Micromonospora	PeM15.Genus	Longivirga	Gordonia	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Marmoricola	Brevibacterium	Kineosporiaceae.Genus	Leucobacter	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	IMCC26256.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Gaiella	Clostridium.sensu.stricto.12	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.5	Clostridium.sensu.stricto.18	Clostridium.sensu.stricto.13	Clostridium.sensu.stricto.9	Acidaminobacter	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcaceae.Genus	Peptostreptococcus	Geothermomicrobium	Lachnoclostridium	Cetobacterium	Brevibacillus	Ligilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Enterococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Lysinibacillus	Exiguobacterium	Holophagaceae.Genus	Kapabacteriales.Genus	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	AKYH767.Genus	Sphingobacteriales.Genus	env.OPS.17.Genus	Fluviicola	Chitinophagales.Genus	Dinghuibacter	Chitinophagaceae.Genus	Ferruginibacter	Terrimonas	Aurantisolimonas	Flavihumibacter	Haliscomenobacter	Saprospiraceae.Genus	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	OLB12	Runella	Fibrobacteraceae.Genus	Vermiphilaceae.Genus	Babeliaceae.Genus	BD7.11.Genus	Verrucomicrobiaceae.Genus	Pedosphaeraceae.Genus	DEV008	Chthoniobacter	Verrucomicrobiae.Genus	Brevifollis	Luteolibacter	Methanosarcina	Methanobacteriaceae.Genus	Opitutaceae.Genus	Saccharimonadales.Genus	TM7a	ZOR0006	Armatimonadota.Genus	Candidatus.Alysiosphaera	A0839.Genus	Hirschia	SWB02	Polymorphobacter	Magnetospirillum	Novosphingobium	Sphingopyxis	Sphingorhabdus	Blastomonas	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mesorhizobium	Mycoplana	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Devosia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Paracoccus	Defluviimonas	Rhodobacteraceae.Genus	Tabrizicola	Gemmobacter	Pseudorhodobacter	Phenylobacterium	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Bradyrhizobium	Afipia	Fodinicurvataceae.Genus	Novispirillum	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Holosporaceae.Genus	Caedibacter	Oligoflexaceae.Genus	Candidatus.Megaira	Rickettsiaceae.Genus	Bdellovibrio	OM27.clade	X0319.6G20.Genus	Desulfobacterota.Genus	MBNT15.Genus	Sandaracinaceae.Genus	mle1.27.Genus	Haliangium	Anaeromyxobacter	Blfdi19.Genus	Pajaroellobacter	Phaselicystis	Aetherobacter	Polyangia.Genus	NB1.j.Genus	P3OB.42	SAR324.clade.Marine.group.B..Genus	Desulfobulbus	Candidatus.Berkiella	Candidatus.Competibacter	Ahniella	Stenotrophomonas	Luteimonas	Sulfurifustis	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Neisseriaceae.Genus	Leeia	Burkholderiales.Genus	AAP99	Azospira	Dechloromonas	Candidatus.Accumulibacter	Dechlorobacter	Zoogloea	Rhizobacter	Inhella	Comamonadaceae.Genus	Curvibacter	Ideonella	Rubrivivax	Aquabacterium	Paucibacter	Nitrosomonas	Crenobacter	Chitinivorax	IS.44	SC.I.84.Genus	Sulfuritalea	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Vibrio	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Porticoccus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Ga0077536.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Chlamydiales.Genus	Neochlamydia	Parachlamydiaceae.Genus	Candidatus.Protochlamydia	Simkania	Simkaniaceae.Genus	Leptospirillum	Bryobacter	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	JGI.0001001.H03	SM1A02	CL500.3	Planctomycetota.Genus	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneriaceae.Genus	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus	vadinHA49.Genus
RTF036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532	0	550	113	0	0	771	0	0	0	0	0	0	0	0	788	49	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0	15715	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	10	2080	32	0	9	0	0	0	12	102	0	542	0	0	0	254	289	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	14	0	848	0	0	0	0	0	0	0	0	0	0	3	0	43	0	0	45	0	0	0	8	0	0	0	0	0	193	0	0	26	0	8	0	77	2694	0	0	25	40	0	43	0	0	0	0	10	0	47	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	2647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	431	0	97	0	0	0	0	0	0	0	0	20	0	828	555	0	0	0	119	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	6	0	17	0	0	0	0	0	0	262	0	0	0	0	0	0	93	0	0	173	0	0	0	482	0	0	3348	0	127	0	149	0	0	0
RTF037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4600	37	663	232	0	0	1399	8	0	0	0	0	0	0	0	1629	128	9	0	0	14	198	0	0	0	0	0	0	0	0	6	0	446	0	0	0	0	0	1913	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2587	44	0	894	0	0	0	433	385	46	73	0	0	0	1552	0	0	0	0	0	7	0	0	9	0	0	8	0	0	0	0	0	58	0	402	0	0	0	0	0	0	0	0	0	3	0	25	86	0	9	31	0	16	0	20	0	0	0	0	0	246	0	0	61	0	24	0	231	4953	0	0	36	56	0	112	0	0	0	0	7	0	194	0	72	6	0	20	0	0	53	0	0	0	0	0	64	0	0	107	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	0	0	0	17	0	0	0	0	0	0	0	14	0	0	115	6	123	73	22	0	0	0	0	0	0	0	0	0	0	64	44	0	0	27	143	0	61	0	0	0	29	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	0	0	0	0	0	684	0	0	0	0	0	0	324	17	0	367	0	0	0	1082	0	0	4910	0	117	0	368	0	238	0
RTF038	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3173	23	2111	500	0	0	841	9	3	0	0	0	0	0	0	811	75	5	0	0	17	177	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	10410	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	915	73	0	13	0	0	0	8	62	0	594	0	3	0	366	343	4	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	45	0	1149	0	0	0	0	0	0	0	0	0	0	7	12	35	0	0	54	0	71	0	0	13	0	0	0	0	448	0	0	67	0	10	0	168	5422	7	0	21	90	0	41	0	0	0	0	5	0	34	0	29	4	3	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	2976	0	0	0	16	0	0	0	0	0	0	0	63	0	0	102	7	838	0	49	0	0	0	0	0	0	0	0	0	0	479	370	0	0	0	31	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	5	0	0	0	0	0	0	416	0	0	0	0	0	0	162	8	0	166	0	0	0	600	0	0	3182	0	49	0	65	0	0	0
RTF039	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4291	33	1021	351	21	0	1577	0	2	0	0	0	0	17	0	1309	81	0	0	0	25	190	0	0	0	0	0	0	0	0	8	0	569	0	0	0	0	0	6076	14	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	110	6	0	7	0	0	0	293	133	0	1001	0	0	0	571	750	0	0	0	3	0	3401	0	0	0	0	0	6	0	0	0	0	0	25	0	0	0	0	0	44	0	738	0	0	0	0	0	0	0	0	0	0	0	66	80	0	0	42	0	47	0	25	8	0	0	0	0	319	0	0	86	0	24	0	352	6547	0	0	45	60	0	109	39	0	0	0	0	0	243	0	54	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	2968	0	0	0	0	0	0	0	0	0	0	0	24	0	0	156	0	677	0	27	0	0	0	0	0	0	0	0	0	0	286	129	0	0	7	164	0	31	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	6	9	19	51	0	0	0	0	0	0	738	0	0	0	0	0	0	339	25	0	442	0	0	0	1254	0	0	5452	0	199	0	238	0	0	0
RTF040	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0	391	0	14448	1085	385	0	273	50	0	0	0	0	0	0	0	158	9	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	12491	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	123	29	0	0	0	0	0	16	32	0	116	0	0	0	64	60	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	131	0	0	7	0	0	0	0	253	0	0	61	0	35	0	37	2866	0	0	5	17	0	0	0	0	0	0	5	0	30	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	1367	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	0	381	0	33	0	0	0	0	0	0	0	0	0	0	394	210	0	0	0	21	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	19	0	0	51	0	0	0	80	0	0	829	0	24	0	39	0	0	0
RTF056	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	3954	18	1323	277	0	12	681	0	0	0	0	0	25	0	0	207	232	44	0	0	9	51	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	16632	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	2	1365	66	2	123	0	0	0	112	552	0	1141	0	0	0	1098	292	0	0	4	0	9	41	0	0	0	0	0	0	0	0	0	0	231	28	0	0	0	0	0	4	0	3058	0	0	0	0	0	0	0	0	0	0	0	53	41	0	0	71	0	0	0	12	0	0	0	0	0	376	0	0	318	0	31	0	138	4847	0	0	13	108	0	47	0	0	0	0	13	0	167	0	19	0	4	0	0	0	206	0	4	0	0	0	4	170	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	542	0	66	0	0	0	0	0	0	0	0	0	0	209	362	0	13	26	289	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	2	30	14	0	0	0	0	0	0	880	0	0	0	0	0	0	0	0	0	72	0	0	0	73	0	0	604	0	135	0	56	0	11	0
RTF057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2134	9	1612	317	0	0	510	0	0	0	0	0	10	13	0	178	184	43	0	0	0	27	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	19269	0	0	0	0	0	0	0	7	0	67	0	0	0	0	0	0	0	5309	29	15	82	0	0	0	29	351	0	655	0	0	0	668	111	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	132	76	0	0	0	0	0	0	0	4064	0	0	0	0	0	0	0	0	0	0	0	59	15	0	0	73	0	0	0	0	0	0	0	0	0	298	0	0	381	0	9	0	123	3292	0	0	16	100	0	29	0	0	0	0	8	0	20	0	11	0	4	0	0	0	291	0	5	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	754	0	138	0	0	0	0	0	0	0	0	0	0	585	676	0	0	3	282	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	17	0	0	0	29	0	0	47	0	70	0	41	0	0	0
RTF058	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	2778	21	2518	492	0	0	844	0	0	0	0	0	24	0	0	179	171	46	0	0	23	54	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	19872	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	1874	36	15	176	0	0	0	0	337	0	1167	0	0	0	872	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	7	0	0	0	0	0	0	0	3445	0	0	0	0	0	0	0	0	0	0	0	81	46	0	0	87	0	16	0	0	0	0	0	0	0	332	0	0	381	0	20	0	150	4817	0	0	10	148	0	33	0	0	0	0	16	0	59	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	782	0	187	0	0	0	0	0	0	0	0	0	0	1918	807	0	16	0	98	0	0	0	0	0	7	38	0	0	0	0	0	0	0	0	0	0	0	24	34	10	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	65	0	0	0	49	0	0	270	0	160	0	52	0	0	0
RTF059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	10	2303	237	0	0	459	0	0	0	0	0	0	0	0	57	60	13	0	0	8	12	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	27661	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	9824	76	0	20	0	0	0	3	35	0	327	0	0	0	197	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	53	0	0	0	0	0	0	0	5814	0	0	0	0	0	0	0	0	0	0	0	33	8	0	0	37	0	0	0	0	0	0	0	0	0	139	0	0	120	0	0	0	71	1692	0	0	0	45	0	0	0	3	0	0	0	0	13	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	252	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	168	0	52	0	0	0	0	0	0	0	0	21	0	2017	756	0	0	6	31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	15	0	0	0	17	0	0	9	0	28	0	17	0	0	0
RTF060	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1435	7	3284	347	0	0	1053	0	0	0	0	0	38	0	0	109	172	56	0	0	13	26	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	23653	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1626	22	0	94	0	0	0	6	202	0	752	0	0	0	870	186	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	131	18	0	0	0	0	0	0	0	5098	0	0	0	0	0	0	0	0	0	0	0	54	10	0	0	52	0	0	0	0	0	0	0	0	0	305	0	0	780	0	35	0	98	2701	0	0	0	169	0	51	0	0	0	0	0	0	55	0	47	0	55	0	0	0	69	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	1599	0	156	0	0	0	0	0	0	0	0	9	0	3525	958	0	0	14	221	0	0	0	0	0	24	5	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	443	0	0	0	0	0	0	3	0	0	61	0	0	0	46	0	0	83	0	79	0	19	0	0	0
RTF066	0	0	0	0	0	0	0	0	0	8	45	0	0	0	0	0	1167	21	3415	381	108	30	1131	260	11	0	0	0	15	10	0	265	131	98	0	0	49	24	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	14164	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	346	0	0	5	0	0	0	249	263	0	1889	0	0	0	283	86	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	64	24	0	0	0	0	0	0	0	3704	0	0	0	0	0	0	0	0	0	0	0	33	90	0	0	0	0	0	0	84	0	0	0	0	0	803	0	0	293	0	36	0	122	1878	0	0	0	17	5	103	0	0	0	0	12	0	50	0	17	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	123	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	555	0	52	0	0	0	0	0	0	0	0	0	0	247	493	0	0	9	44	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	45	70	0	0	0	0	0	0	0	0	268	0	0	0	0	22	0	53	0	0	96	0	0	0	18	0	0	129	0	9	0	67	0	0	0
RTF067	0	0	0	0	0	0	0	0	3	0	55	0	0	0	0	0	1988	21	4694	808	327	0	1714	275	0	0	0	0	0	0	0	410	171	65	0	0	26	80	0	0	0	0	0	0	0	0	0	0	800	5	0	0	0	0	12423	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	266	0	0	0	0	0	0	1116	239	0	2456	0	0	0	398	212	0	0	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	120	13	0	0	0	0	0	3	0	1540	0	0	0	0	0	0	0	0	0	0	0	11	134	0	0	27	0	0	0	0	0	0	0	0	0	1169	0	0	335	0	34	0	284	2952	0	0	15	40	0	138	0	0	0	0	25	0	107	0	33	0	0	22	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	359	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	764	0	84	0	0	0	0	0	0	0	0	0	0	202	958	0	0	7	57	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	43	44	0	2	0	0	0	0	0	0	467	0	0	0	0	41	0	68	0	0	88	0	0	0	24	0	0	346	0	19	0	213	0	0	0
RTF068	0	0	0	0	0	0	0	0	8	0	57	0	0	0	0	0	2728	9	2966	477	136	15	1761	451	0	0	0	0	0	0	0	375	151	60	0	0	20	65	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	0	0	17227	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	3	1342	0	0	0	0	0	0	745	541	0	2083	0	0	0	304	118	0	0	0	0	0	882	0	0	0	0	0	0	0	0	0	0	101	42	0	0	0	0	0	0	0	2542	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	41	0	10	0	0	0	0	0	0	0	1084	0	0	205	0	13	0	124	2296	0	0	3	30	0	116	0	0	0	0	0	0	67	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	16	0	0	0	0	0	0	463	1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	609	0	99	0	0	0	0	0	0	0	0	0	0	169	1173	0	0	5	143	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0	0	0	484	0	0	0	0	23	0	46	5	0	127	0	0	0	24	0	0	262	0	27	0	121	0	0	0
RTF069	0	0	0	0	4	0	0	0	0	7	51	0	0	0	0	0	1314	12	9150	1218	247	16	1762	271	0	0	0	0	15	0	0	274	116	29	0	0	16	64	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	13041	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	369	0	0	0	0	0	0	353	244	0	1627	0	0	0	217	105	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	86	18	0	0	0	0	0	0	0	2083	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	32	0	11	0	10	0	0	0	0	0	915	0	0	191	0	36	0	155	2116	0	0	0	24	0	123	0	0	0	0	12	0	67	0	12	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	514	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	710	0	80	0	0	0	0	0	0	0	0	0	0	916	1198	0	23	6	30	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	55	0	0	0	0	0	0	0	0	271	0	0	0	0	25	0	46	0	0	67	0	0	0	3	0	0	397	0	17	0	156	0	0	0
RTF070	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	2917	47	1783	310	55	15	1586	198	0	0	0	0	19	0	0	936	473	57	0	16	53	105	0	0	0	0	0	0	0	0	0	0	9472	0	0	0	0	0	10448	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	198	8	0	18	0	0	0	611	634	0	5166	0	0	0	609	336	0	0	0	95	0	598	0	0	0	0	0	0	0	0	0	0	342	2	0	0	0	0	0	3	0	347	0	0	0	0	0	0	0	0	0	0	0	8	143	0	0	0	0	0	0	10	6	0	0	0	0	2507	0	0	287	0	0	0	223	4599	0	0	14	29	0	266	0	0	0	0	41	0	58	0	39	0	0	135	0	0	93	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	18	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	560	0	1018	0	0	0	0	0	0	0	31	0	0	65	844	0	0	3	42	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	18	61	8	0	0	0	0	0	0	0	761	0	0	0	0	53	0	138	26	0	214	0	0	0	27	0	0	625	0	16	0	663	0	4	0
RTF086	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1104	0	5774	204	23	0	892	0	0	0	0	0	0	0	0	199	0	18	16	0	5	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	22004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2388	0	0	0	0	0	0	40	39	0	489	0	0	0	54	30	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	13	0	0	0	0	2	0	0	0	0	531	0	0	102	0	0	0	42	764	0	0	0	10	0	29	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	346	0	199	0	0	0	0	0	0	0	2	0	0	291	2970	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	65	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	39	2	0	27	0	0	0	53	0	0	156	0	5	0	48	0	0	0
RTF087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	1855	71	0	0	535	0	0	0	0	0	0	0	0	106	7	0	16	0	0	17	0	0	0	0	0	0	0	0	0	0	1515	0	0	0	0	0	32510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6010	0	0	0	0	0	0	6	199	0	317	0	0	0	79	19	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	3081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	61	0	0	0	49	586	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	501	0	348	0	0	0	0	0	0	0	0	40	0	655	7954	0	0	5	64	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	23	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	18	0	0	13	0	0	0	10	0	0	95	0	0	0	21	0	0	0
RTF088	0	0	0	0	0	0	0	0	0	44	21	0	0	0	0	0	1017	0	7898	434	47	0	1196	0	11	0	0	0	0	0	0	264	11	34	49	0	17	21	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	17603	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	822	0	0	0	0	0	0	130	112	0	1030	0	0	0	170	95	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	26	12	0	0	0	0	0	0	0	3305	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	15	0	0	9	0	0	4	0	827	0	0	243	0	35	0	67	1114	0	0	0	26	0	43	0	0	0	0	31	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	832	0	178	0	0	0	0	0	0	0	18	9	0	292	2858	0	0	4	45	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	67	117	4	0	0	0	0	0	0	0	105	0	0	0	0	0	0	152	6	0	53	0	0	0	107	0	0	340	0	15	0	162	0	0	0
RTF089	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1073	15	4472	145	26	0	809	0	0	0	0	0	0	0	0	189	20	37	38	0	25	19	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	27254	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2723	0	0	0	0	0	0	164	153	0	818	0	0	0	256	32	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	0	3749	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	32	0	0	0	0	0	0	0	0	0	622	0	0	201	0	13	0	54	1092	0	0	0	7	0	13	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	713	0	375	0	0	0	0	0	0	0	0	0	0	342	5837	0	0	8	44	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	70	3	0	0	0	0	0	0	0	58	0	0	0	0	0	0	75	3	0	41	0	0	0	45	0	0	230	0	15	0	64	0	0	0
