feature	Anaerospora	RBG.13.54.9.Genus	Meiothermus	Deinococcus	KD4.96.Genus	Caldilineaceae.Genus	Lineage.IIb.Genus	SBR1031.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Obscuribacteraceae.Genus	Vampirovibrio	Vampirovibrionaceae.Genus	Frankiales.Genus	Nakamurella	Micromonospora	PeM15.Genus	Longivirga	Gordonia	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Marmoricola	Brevibacterium	Kineosporiaceae.Genus	Leucobacter	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	IMCC26256.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Gaiella	Clostridium.sensu.stricto.12	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.5	Clostridium.sensu.stricto.18	Clostridium.sensu.stricto.13	Clostridium.sensu.stricto.9	Acidaminobacter	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcaceae.Genus	Peptostreptococcus	Geothermomicrobium	Lachnoclostridium	Cetobacterium	Brevibacillus	Ligilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Enterococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Lysinibacillus	Exiguobacterium	Holophagaceae.Genus	Kapabacteriales.Genus	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	AKYH767.Genus	Sphingobacteriales.Genus	env.OPS.17.Genus	Fluviicola	Chitinophagales.Genus	Dinghuibacter	Chitinophagaceae.Genus	Ferruginibacter	Terrimonas	Aurantisolimonas	Flavihumibacter	Haliscomenobacter	Saprospiraceae.Genus	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	OLB12	Runella	Fibrobacteraceae.Genus	Vermiphilaceae.Genus	Babeliaceae.Genus	BD7.11.Genus	Verrucomicrobiaceae.Genus	Pedosphaeraceae.Genus	DEV008	Chthoniobacter	Verrucomicrobiae.Genus	Brevifollis	Luteolibacter	Methanosarcina	Methanobacteriaceae.Genus	Opitutaceae.Genus	Saccharimonadales.Genus	TM7a	ZOR0006	Armatimonadota.Genus	Candidatus.Alysiosphaera	A0839.Genus	Hirschia	SWB02	Polymorphobacter	Magnetospirillum	Novosphingobium	Sphingopyxis	Sphingorhabdus	Blastomonas	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mesorhizobium	Mycoplana	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Devosia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Paracoccus	Defluviimonas	Rhodobacteraceae.Genus	Tabrizicola	Gemmobacter	Pseudorhodobacter	Phenylobacterium	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Bradyrhizobium	Afipia	Fodinicurvataceae.Genus	Novispirillum	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Holosporaceae.Genus	Caedibacter	Oligoflexaceae.Genus	Candidatus.Megaira	Rickettsiaceae.Genus	Bdellovibrio	OM27.clade	X0319.6G20.Genus	Desulfobacterota.Genus	MBNT15.Genus	Sandaracinaceae.Genus	mle1.27.Genus	Haliangium	Anaeromyxobacter	Blfdi19.Genus	Pajaroellobacter	Phaselicystis	Aetherobacter	Polyangia.Genus	NB1.j.Genus	P3OB.42	SAR324.clade.Marine.group.B..Genus	Desulfobulbus	Candidatus.Berkiella	Candidatus.Competibacter	Ahniella	Stenotrophomonas	Luteimonas	Sulfurifustis	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Neisseriaceae.Genus	Leeia	Burkholderiales.Genus	AAP99	Azospira	Dechloromonas	Candidatus.Accumulibacter	Dechlorobacter	Zoogloea	Rhizobacter	Inhella	Comamonadaceae.Genus	Curvibacter	Ideonella	Rubrivivax	Aquabacterium	Paucibacter	Nitrosomonas	Crenobacter	Chitinivorax	IS.44	SC.I.84.Genus	Sulfuritalea	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Vibrio	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Porticoccus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Ga0077536.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Chlamydiales.Genus	Neochlamydia	Parachlamydiaceae.Genus	Candidatus.Protochlamydia	Simkania	Simkaniaceae.Genus	Leptospirillum	Bryobacter	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	JGI.0001001.H03	SM1A02	CL500.3	Planctomycetota.Genus	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneriaceae.Genus	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus	vadinHA49.Genus
RTF090	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	227	0	11431	250	152	0	322	0	0	0	0	0	0	0	0	52	2	19	7	0	23	12	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	12089	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	907	0	0	0	0	0	0	8	0	0	261	0	0	0	35	22	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4367	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	427	0	0	99	0	0	0	0	327	0	0	0	0	0	20	0	0	0	0	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	196	0	47	0	0	0	0	0	0	0	0	0	0	705	1798	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	17	136	12	0	0	0	0	0	0	0	50	0	0	0	0	0	0	42	0	0	26	0	0	0	20	0	0	121	0	9	0	20	0	0	0
RTF096	0	0	0	0	8	0	0	0	331	36	567	0	198	73	0	0	4266	16	1694	859	232	13	893	165	0	0	0	0	0	0	0	1353	89	69	12	20	64	226	0	6	0	0	232	0	0	0	0	0	1394	21	0	0	0	0	6075	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	15	4	0	0	41	0	0	524	0	0	708	0	0	0	370	442	14	0	0	95	0	4449	0	0	0	0	0	28	0	0	7	0	20	14	0	0	0	0	0	311	0	405	0	72	26	0	0	51	0	0	0	0	0	57	89	27	0	32	0	0	0	90	0	0	30	0	28	1709	0	0	108	0	71	110	127	4553	0	0	48	19	0	286	0	0	0	0	36	71	270	0	127	0	4	11	42	0	57	0	15	24	6	39	3	177	0	0	181	0	24	0	24	0	0	0	0	5	0	0	18	0	8	51	2412	0	0	0	13	89	25	0	0	0	55	0	488	43	0	221	0	669	13	146	0	0	25	0	0	0	0	4	0	0	1193	579	0	7	37	18	0	234	0	0	0	6	0	14	0	0	136	0	0	735	26	0	2	34	20	21	22	0	0	0	0	15	14	480	18	0	0	87	507	0	397	106	101	237	10	91	293	1062	0	16	5886	66	360	123	378	0	0	0
RTF097	0	0	0	0	10	0	0	0	339	63	205	0	50	56	6	0	1192	18	2040	747	275	19	533	167	0	0	0	0	0	0	0	322	33	52	0	11	21	115	0	13	0	0	151	0	0	0	0	0	2910	0	0	0	0	0	17230	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	585	0	6	2	13	0	0	277	20	0	396	0	0	0	201	99	0	0	0	0	0	2531	0	0	0	0	0	4	0	0	12	0	28	33	0	0	6	20	0	151	0	1014	0	91	25	0	0	46	0	0	0	0	0	0	24	33	0	0	0	0	0	7	0	31	25	0	38	1465	0	9	45	0	32	104	29	2457	20	0	0	0	7	75	0	0	0	0	17	68	43	0	98	0	0	8	29	0	26	0	20	17	0	59	0	0	0	0	15	0	0	0	29	0	0	3	0	8	0	0	0	0	54	83	2805	0	0	0	0	63	29	33	0	0	30	0	258	0	0	16	0	557	0	342	0	0	11	0	0	0	0	0	0	0	6676	775	0	0	25	16	0	116	0	0	0	0	0	26	0	0	130	0	0	756	17	0	0	20	16	13	0	0	0	0	0	12	35	189	19	0	0	40	367	0	135	69	112	156	17	55	324	510	0	5	2132	92	170	185	66	0	0	0
RTF098	0	0	0	0	0	0	0	0	132	202	89	0	150	0	0	0	303	0	5365	1088	1438	29	395	185	0	0	0	0	0	0	0	133	19	45	0	0	20	49	0	15	0	0	110	0	0	0	0	0	1871	0	0	0	0	0	14113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	21	0	0	61	0	0	161	0	0	0	41	67	0	0	0	0	0	1015	0	0	0	0	0	6	0	0	5	0	9	5	0	0	0	8	0	80	0	2108	0	43	0	0	0	19	0	0	0	0	0	0	18	19	0	17	0	10	0	0	0	20	16	0	0	959	0	0	17	0	0	62	0	1451	0	0	0	0	0	63	0	0	0	0	9	28	26	0	54	0	5	0	6	0	5	0	0	8	0	9	0	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	0	0	108	89	567	0	0	0	0	0	0	0	0	0	8	0	127	0	0	8	0	270	0	98	0	0	0	0	0	0	0	0	0	0	10578	1277	0	0	16	0	0	123	0	0	0	0	0	14	0	0	72	0	0	217	3	0	0	66	53	6	0	0	0	0	0	3	9	73	0	0	0	0	67	0	127	29	44	87	0	29	187	248	0	9	923	37	145	90	24	0	0	0
RTF099	0	0	0	0	21	0	0	0	507	85	245	0	62	67	3	0	882	24	3303	1056	497	19	703	284	4	0	0	0	0	8	0	417	57	106	0	28	28	182	0	25	0	0	340	0	0	0	0	0	3113	0	0	0	0	0	8999	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	88	0	4	0	29	0	0	235	0	0	519	0	0	0	356	178	0	0	0	0	0	3678	0	0	0	0	0	16	0	0	18	0	30	13	0	0	0	0	0	394	0	1238	0	93	27	0	0	63	0	0	0	0	0	33	29	68	0	0	0	8	0	0	0	62	50	0	48	2118	13	10	80	0	0	141	41	3036	34	0	0	0	6	87	0	0	0	0	17	98	53	0	200	0	0	5	22	0	27	0	12	36	0	89	0	0	0	0	43	0	0	0	47	0	0	0	0	0	0	0	0	0	17	70	2223	0	0	0	0	60	0	21	0	0	50	0	401	0	0	27	0	579	0	158	0	0	21	0	0	0	0	6	0	0	3640	669	0	0	37	21	0	94	0	0	0	0	0	36	0	0	163	0	0	1008	29	0	2	40	33	34	24	0	0	0	0	19	59	278	26	0	0	67	481	0	264	103	159	259	27	114	569	878	0	20	2909	115	268	277	51	0	0	0
RTF100	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	23720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	26189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	10	6	0	9	0	0	6	0	0	5	0
RTF116	0	0	0	26	62	6	0	0	485	103	80	0	9	97	0	0	466	50	1778	2715	0	0	1371	0	0	0	0	0	0	0	0	47	69	127	0	14	47	175	0	69	25	3	242	0	0	0	0	316	132	16	25	0	8	0	204	0	0	0	0	0	0	0	0	0	33	0	0	0	0	995	0	0	0	185	4	25	14	0	61	268	0	3	626	22	36	48	284	140	113	3	0	21	0	2292	8	0	6	35	0	7	51	0	14	0	138	0	0	16	0	37	22	151	0	23	6	93	36	0	0	31	18	16	0	120	0	72	23	100	0	0	0	0	0	0	14	77	47	0	41	2291	36	34	250	0	53	258	38	1839	32	0	0	18	45	88	0	0	0	0	15	72	128	17	406	0	5	0	0	0	102	16	176	118	0	34	34	247	12	4	154	0	22	0	56	0	0	45	0	6	27	0	39	0	0	22	163	0	86	0	71	290	260	94	57	0	378	510	1430	0	205	154	0	173	15	64	42	0	45	9	3	19	0	0	0	0	106	16	0	0	51	41	0	47	0	0	33	4	0	53	0	0	491	90	0	1461	220	15	9	18	0	14	9	0	0	0	0	48	116	143	157	17	0	88	698	0	58	143	164	224	68	102	661	249	0	36	2597	101	219	95	47	0	21	45
RTF117	0	36	32	0	9	53	0	8	594	132	120	122	238	101	12	0	246	54	2135	748	0	10	1448	0	10	0	0	0	0	0	0	40	43	99	0	14	58	191	0	36	0	0	368	0	0	0	0	109	336	0	0	0	4	0	274	0	0	0	0	0	0	0	0	0	6	0	0	0	0	110	9	0	0	86	3	3	43	0	0	689	0	0	406	11	35	149	123	147	85	0	11	61	0	2355	31	0	17	42	0	20	0	14	188	9	139	0	7	6	10	0	52	132	0	34	0	97	28	0	13	33	41	18	0	40	0	0	23	67	38	27	0	0	0	31	19	48	31	0	45	1872	41	27	78	0	42	224	114	1141	24	9	0	5	35	101	0	0	6	0	0	75	112	9	255	0	0	3	7	0	72	15	274	166	0	11	0	344	0	0	80	0	0	9	96	144	0	0	0	7	22	0	55	0	12	133	145	19	101	51	32	208	212	54	0	13	158	549	1054	0	138	43	0	78	64	52	26	0	21	39	0	6	0	0	0	0	183	31	0	13	91	0	30	25	0	0	0	0	0	37	0	20	274	45	0	1250	291	151	59	0	9	16	0	0	0	0	0	0	1899	130	182	62	21	111	654	5	104	223	197	141	42	124	833	212	0	13	2299	94	297	144	46	0	47	20
RTF118	0	0	0	0	78	0	0	0	415	52	0	0	0	110	0	0	350	14	825	5631	0	0	1860	0	0	0	0	0	0	0	0	5	15	68	0	73	50	236	0	83	28	0	154	0	0	0	0	87	186	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	15	12	0	0	0	161	0	0	0	130	0	0	0	0	0	117	0	0	306	0	0	0	25	236	0	0	0	0	0	1234	69	0	0	0	0	60	0	0	0	0	0	0	0	0	0	25	0	250	0	110	17	118	88	0	0	20	0	0	0	0	0	28	0	246	0	0	0	0	0	46	19	94	47	0	50	1379	41	0	172	0	0	233	60	816	83	0	0	314	0	110	0	0	0	51	0	75	141	129	323	0	0	0	0	0	64	5	59	14	36	55	0	47	0	9	149	0	0	0	21	0	0	55	0	24	0	0	0	5	0	0	492	19	0	0	0	193	139	0	0	0	276	0	864	102	87	12	0	82	0	128	0	0	44	0	0	0	0	0	0	0	474	13	0	0	52	26	0	0	0	0	0	0	0	0	0	0	362	0	0	672	32	0	0	20	0	0	4	0	0	0	0	40	24	198	204	0	0	94	275	0	106	4	65	90	0	28	356	42	0	0	890	43	169	0	0	0	98	5
RTF119	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	13	0	146	18	0	0	64	0	0	0	0	0	0	0	0	6	0	8	0	8	0	0	4	0	0	0	9	0	0	0	0	0	13	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	8	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	7	0	110	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42844	10	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	9	0	0	0	0	9	0	0	14	0	0	0	110	0	3	0	12	0	0	0
RTF120	0	0	6	0	0	9	11	0	123	402	0	0	55	14	0	0	85	0	20155	919	0	11	1439	0	4	0	0	0	0	0	0	8	0	17	0	0	0	42	0	12	0	0	68	0	0	0	0	0	201	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	13	0	5	22	11	11	908	0	0	223	15	55	9	80	67	201	16	0	20	0	2555	384	0	0	0	0	0	17	10	127	0	62	95	29	0	0	8	0	34	0	20	0	20	14	5	14	0	0	0	26	88	0	0	14	0	8	27	0	18	0	0	19	25	0	48	24	854	0	0	95	0	0	54	851	597	0	0	0	9	10	148	0	0	0	0	6	32	40	0	82	0	14	4	0	0	39	0	59	23	9	8	25	362	0	0	40	0	23	0	26	0	4	0	0	0	0	0	7	0	0	5	138	0	0	23	73	69	22	8	0	0	61	18	398	10	545	46	0	65	133	24	0	0	12	0	0	0	0	11	0	0	78	35	0	0	14	20	0	39	0	0	0	0	0	11	4	94	91	0	0	304	35	77	0	0	33	0	4	0	0	0	0	4	445	37	30	117	0	29	180	0	94	31	392	56	7	36	252	103	0	36	1237	22	248	219	81	0	170	0
RTF126	0	0	0	0	7	0	0	0	0	10	66	0	0	0	0	0	2454	10	1767	158	116	18	1243	228	0	0	0	0	0	0	0	209	55	28	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1027	3	0	0	0	0	22046	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1376	0	0	3	0	0	0	130	895	0	1030	0	0	0	234	72	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	45	28	0	0	0	0	0	3	0	6567	0	0	0	0	0	0	0	0	0	0	0	23	43	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	614	0	43	0	73	1456	0	0	0	0	19	62	0	0	0	0	11	0	71	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	252	0	66	0	0	0	0	0	0	0	0	0	0	785	1225	0	0	27	179	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	213	0	0	0	0	143	0	38	3	0	76	0	0	0	11	0	0	27	0	0	0	36	0	0	0
RTF127	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	4008	16	2201	403	120	21	1935	397	0	0	0	0	0	0	0	436	109	97	0	6	25	81	0	0	0	0	0	0	0	0	0	0	662	5	0	0	0	0	10610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	594	330	0	2613	0	0	0	758	234	0	0	0	0	0	929	0	0	0	0	0	0	0	0	0	0	107	15	0	0	0	0	0	0	0	7766	0	0	0	0	0	0	0	0	0	0	0	12	72	0	0	23	0	0	0	0	0	0	0	0	0	1225	0	0	929	0	26	0	202	2544	0	0	0	0	19	132	0	0	0	0	9	0	44	0	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	78	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	309	0	17	0	0	0	0	0	0	0	0	0	0	218	478	0	0	14	293	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	35	0	0	0	0	0	0	0	0	582	0	0	0	0	308	0	84	12	0	240	0	0	0	38	0	0	60	0	6	0	78	0	0	0
RTF128	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1647	5	1054	192	95	23	1094	284	0	0	0	0	0	0	0	180	42	31	0	8	0	16	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	0	20544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	0	0	0	0	0	0	54	283	0	778	0	0	0	186	57	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	29	12	0	0	0	0	0	0	0	7589	0	0	0	0	0	0	0	0	0	0	0	19	32	0	0	0	0	0	0	0	6	0	0	0	0	474	0	0	445	0	0	0	96	1296	0	0	0	0	26	62	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	348	0	27	0	0	0	0	0	0	0	0	0	0	827	1264	0	0	12	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25	0	0	0	0	0	0	0	0	196	0	0	0	0	100	0	32	6	0	56	0	0	0	0	0	0	37	0	8	0	34	0	0	0
RTF129	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	3018	0	1975	213	83	16	1756	304	0	0	0	0	0	0	0	313	60	53	0	0	23	44	0	0	0	0	0	0	0	0	0	0	612	7	0	0	0	0	18086	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	794	0	0	0	0	0	0	554	329	0	1431	0	0	0	362	107	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	11	0	6121	0	0	0	0	0	0	0	0	0	0	0	22	64	0	0	0	0	0	0	0	15	0	0	0	0	727	0	0	640	0	34	0	137	1986	0	0	0	8	23	84	0	0	0	0	7	0	57	0	8	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	205	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	299	0	41	0	0	0	0	0	0	0	0	0	0	516	730	0	0	24	161	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	18	41	0	0	0	0	0	0	0	0	289	0	0	0	0	195	0	53	0	0	111	0	0	0	9	0	0	38	0	10	0	53	0	0	0
RTF130	0	0	0	0	12	0	0	0	0	16	111	0	0	0	0	0	2665	16	1697	298	157	60	1780	283	3	0	0	0	0	0	0	424	62	65	0	13	35	49	0	0	0	0	0	0	0	0	0	0	887	8	0	0	0	0	18821	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	469	2	0	2	0	0	0	386	222	0	1807	0	0	0	343	139	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	61	7	0	0	0	0	0	0	0	7013	0	0	0	0	0	0	0	0	0	0	0	36	86	0	0	0	0	0	0	0	0	0	0	0	0	866	0	0	654	0	22	0	136	2117	0	0	0	11	17	131	0	0	0	0	0	0	66	0	17	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	21	0	0	0	0	0	0	122	746	0	0	0	0	0	0	0	0	0	0	23	0	0	0	79	0	278	0	50	0	0	0	0	0	0	0	0	0	0	670	725	0	0	21	52	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	398	0	0	0	0	273	0	63	10	0	163	0	0	0	0	0	0	37	0	10	0	50	0	0	0
RTF146	0	0	0	0	0	0	0	0	0	8	100	0	0	0	0	0	2583	16	3486	206	29	0	2040	33	0	0	0	0	0	0	0	507	56	86	37	0	20	70	0	0	0	0	0	0	0	0	0	0	1243	6	0	0	0	0	12223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	1213	139	0	2208	0	0	0	322	193	0	0	0	0	0	1391	0	0	0	0	0	0	0	0	0	0	33	13	0	0	0	0	0	7	0	2663	0	3	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1230	0	0	339	0	0	0	87	2875	0	0	0	0	0	99	0	0	0	0	32	0	56	0	20	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	464	0	279	0	0	0	0	0	0	0	0	0	0	355	5644	0	0	13	159	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	111	4	0	0	0	0	0	0	0	152	0	0	0	0	0	0	233	11	0	205	0	0	0	773	0	0	161	0	52	0	133	0	0	0
RTF147	0	0	0	0	0	0	0	0	0	27	14	0	2	0	0	0	1138	0	783	31	0	0	736	0	5	0	0	0	0	0	0	202	12	28	0	0	7	16	0	0	0	0	0	0	0	0	0	0	2362	0	0	0	0	0	22465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2799	18	0	0	0	0	0	184	52	0	577	0	0	0	76	19	0	0	0	11	5	106	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0	0	1669	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	55	0	13	0	40	808	0	0	0	0	0	34	0	0	0	0	12	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	718	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	290	0	267	0	0	0	0	0	0	0	0	22	0	372	4739	0	0	7	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	44	8	0	46	0	0	0	89	0	0	32	0	8	0	33	0	0	0
RTF148	0	0	0	0	0	0	0	0	0	32	82	0	0	0	0	0	2176	0	2920	121	44	0	1691	11	8	0	5	0	0	5	0	413	65	108	18	0	14	66	0	0	0	0	0	0	0	0	0	0	760	6	0	0	0	0	18669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	299	0	0	0	0	0	0	1103	48	0	2639	0	0	0	276	167	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	24	5	0	0	0	0	0	2	0	2521	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	359	0	38	0	93	3147	0	0	0	0	11	90	0	0	0	0	19	0	89	0	35	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	619	0	204	0	0	0	0	0	0	0	11	0	0	342	3168	0	0	28	49	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	17	162	6	0	0	0	0	0	0	0	142	0	0	0	0	0	0	197	0	0	214	0	0	0	682	0	0	165	0	26	0	86	0	0	0
