feature	RBG.13.54.9.Genus	Meiothermus	Deinococcus	WPS.2.Genus	KD4.96.Genus	Caldilineaceae.Genus	Lineage.IIb.Genus	SBR1031.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Obscuribacteraceae.Genus	Vampirovibrio	Vampirovibrionaceae.Genus	Frankiales.Genus	Nakamurella	PeM15.Genus	Longivirga	Gordonia	Corynebacteriales.Genus	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Brevibacterium	Agromyces	Leucobacter	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	IMCC26256.Genus	Microtrichaceae.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Gaiella	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.13	Clostridium.sensu.stricto.9	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcus	Geothermomicrobium	Cetobacterium	Brevibacillus	Ligilactobacillus	Limosilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Enterococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Exiguobacterium	Brochothrix	Holophagaceae.Genus	Kapabacteriales.Genus	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	AKYH767.Genus	Sphingobacteriales.Genus	env.OPS.17.Genus	Fluviicola	Chitinophagales.Genus	Dinghuibacter	Chitinophagaceae.Genus	Sediminibacterium	Ferruginibacter	Terrimonas	Aurantisolimonas	Flavihumibacter	Saprospiraceae.Genus	Haliscomenobacter	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	OLB12	Runella	Fibrobacteraceae.Genus	Babeliales.Genus	Vermiphilaceae.Genus	Babeliaceae.Genus	BD7.11.Genus	Verrucomicrobiaceae.Genus	Pedosphaeraceae.Genus	DEV008	Chthoniobacter	Verrucomicrobiae.Genus	Luteolibacter	Methanobacteriaceae.Genus	Opitutaceae.Genus	Saccharimonadales.Genus	ZOR0006	Armatimonadota.Genus	Defluviicoccales.Genus	Candidatus.Alysiosphaera	A0839.Genus	Hirschia	Polymorphobacter	Magnetospirillum	Novosphingobium	Sphingopyxis	Sphingorhabdus	Rhizorhapis	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mesorhizobium	Mycoplana	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Devosia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Aminobacter	Rhodobacteraceae.Genus	Defluviimonas	Tabrizicola	Gemmobacter	Pseudorhodobacter	Paracoccus	Phenylobacterium	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Afipia	Fodinicurvataceae.Genus	Novispirillum	Elstera	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Holosporaceae.Genus	Caedibacter	Oligoflexaceae.Genus	Candidatus.Megaira	Rickettsiaceae.Genus	Bacteriovoracaceae.Genus	Bdellovibrio	OM27.clade	X0319.6G20.Genus	Desulfobacterota.Genus	MBNT15.Genus	Sandaracinaceae.Genus	mle1.27.Genus	Haliangium	Anaeromyxobacter	Blfdi19.Genus	Pajaroellobacter	Phaselicystis	Aetherobacter	Polyangia.Genus	NB1.j.Genus	P3OB.42	SAR324.clade.Marine.group.B..Genus	Desulfobulbus	Candidatus.Berkiella	Candidatus.Competibacter	Ahniella	Stenotrophomonas	Luteimonas	Sulfurifustis	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Rheinheimera	Undibacterium	Neisseriaceae.Genus	Leeia	Burkholderiales.Genus	AAP99	Azospira	Dechloromonas	Candidatus.Accumulibacter	Dechlorobacter	Zoogloea	Rhizobacter	Inhella	Comamonadaceae.Genus	Curvibacter	Hydrogenophaga	Ideonella	Rubrivivax	Aquabacterium	Paucibacter	Nitrosomonas	Crenobacter	Chitinivorax	TRA3.20.Genus	IS.44	SC.I.84.Genus	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Vibrio	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Porticoccus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Ga0077536.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Turneriella	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Chlamydiales.Genus	Neochlamydia	Parachlamydiaceae.Genus	Candidatus.Protochlamydia	Chlamydiaceae.Genus	Simkania	Leptospirillum	Bryobacter	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	JGI.0001001.H03	SM1A02	CL500.3	Planctomycetota.Genus	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus	vadinHA49.Genus
RTF164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	25	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	59	0	127	0	0	0	0	0	0	0	0	0	0	0	0	31	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30107	0	64	0	0	0	0	1290	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
RTF166	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	30	0	57	0	0	281	0	5	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	37	0	7	0	0	127	22	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44913	14288	873	42	0	0	0	0	453	0	0	0	0	20	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	24	63	0	0	0	35	0	0	0	12	0	0	22	0	0	10	0	0	0	0
RTF191	0	0	0	0	0	0	0	0	0	260	62	0	0	0	0	3261	40	1467	0	1418	81	0	7517	0	0	0	0	0	0	0	357	35	140	0	0	0	19	89	0	0	0	0	0	0	380	0	0	0	7198	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	15	0	7	0	0	0	0	442	57	0	2224	0	0	0	0	471	264	0	0	8	7	0	520	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	5	1735	0	0	0	0	0	0	0	0	0	0	0	180	54	0	0	185	0	0	0	16	0	0	0	0	0	1730	0	65	528	0	0	56	261	1328	0	0	0	10	46	11	254	0	0	0	0	4	0	166	0	87	0	0	8	8	2	0	25	0	3	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	32	0	0	0	0	0	0	48	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	61	0	20	0	0	0	11	0	0	0	0	0	0	103	105	0	0	0	411	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	50	31	0	0	0	2	0	0	0	3	250	0	0	0	0	107	0	269	45	0	309	0	0	0	367	0	179	0	13	0	10	0	0	0
RTF192	0	0	0	0	0	0	0	0	14	1582	29	0	0	0	0	1684	21	1708	0	1720	70	0	12399	0	26	19	0	6	16	0	329	9	143	0	26	0	45	118	0	0	0	0	0	0	318	11	0	0	3369	0	0	0	0	0	0	0	0	0	18	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	23	0	2093	0	0	0	0	225	164	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	476	17	0	8	222	0	0	56	0	17	0	0	0	0	1859	0	445	1185	0	0	69	299	1185	0	0	0	0	45	135	383	0	0	0	0	43	0	131	0	95	0	0	7	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	23	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	97	0	35	0	0	0	0	0	0	0	0	0	0	61	205	0	0	106	67	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	111	59	15	0	0	0	0	0	0	0	181	0	0	0	0	46	0	401	30	0	324	0	0	0	400	0	690	0	134	0	216	0	0	0
RTF193	0	0	0	0	0	0	0	0	6	382	38	0	0	0	0	2170	28	1245	0	1195	32	0	9446	0	0	0	0	0	20	0	222	32	163	0	0	0	28	101	0	0	0	0	0	0	389	8	0	0	9334	0	0	0	0	0	0	0	0	0	19	71	0	0	0	0	0	0	0	0	0	4	6	0	0	0	160	75	0	1675	0	0	0	0	171	150	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	73	32	0	0	106	0	0	0	11	14	0	0	0	0	1554	0	228	768	0	0	47	208	980	0	0	0	0	24	46	174	0	0	0	0	14	0	102	0	80	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	100	422	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	189	0	53	0	45	0	0	0	5	0	0	0	0	0	0	120	159	0	0	60	175	0	0	0	0	0	4	141	0	0	0	0	0	0	0	0	0	0	0	153	30	8	0	0	4	0	0	0	0	154	0	0	0	0	53	0	268	26	0	282	0	0	0	323	0	258	0	39	0	42	0	0	0
RTF194	0	0	0	0	12	0	0	0	0	330	63	0	0	0	0	3188	0	1486	0	1450	39	0	7724	0	0	0	0	0	0	0	258	20	106	0	11	0	21	64	0	0	0	0	0	0	438	12	0	0	8962	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	173	0	1761	0	0	0	0	358	238	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	2442	0	0	0	0	0	0	0	0	0	0	0	97	30	0	0	89	0	0	0	10	15	0	0	0	0	1604	0	75	516	0	0	58	184	1284	0	0	0	11	50	11	170	0	0	0	0	6	0	102	0	96	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	33	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	132	0	18	0	0	0	13	0	0	0	0	0	0	47	78	0	0	10	274	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	76	28	0	9	0	0	0	0	0	0	219	0	0	0	0	41	0	301	30	0	360	0	0	0	300	0	193	0	0	0	32	0	0	0
RTF195	0	0	0	0	11	0	0	0	0	332	63	0	0	0	0	2930	26	1115	0	1357	48	0	6835	0	0	0	0	0	0	0	168	39	133	0	0	0	22	50	0	0	0	0	0	0	418	0	0	0	9452	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1336	199	0	1625	0	0	0	0	373	196	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	2455	0	0	0	0	0	0	0	0	0	0	0	125	43	0	0	150	0	0	0	0	10	0	0	0	0	1430	0	96	521	0	0	42	185	1053	0	0	0	0	21	29	172	0	0	0	0	5	0	173	0	78	0	0	4	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	550	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	246	0	101	0	35	0	0	0	8	0	0	0	0	0	0	90	101	0	0	30	265	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	37	22	0	0	0	0	0	0	0	0	466	0	0	0	0	61	0	294	31	0	335	0	0	0	272	0	150	0	14	0	13	0	0	0
RTF196	0	0	0	0	14	0	0	0	0	144	30	0	0	0	0	1245	0	660	0	415	85	0	10296	180	0	0	0	0	0	0	265	18	67	0	0	0	12	12	0	0	0	0	0	0	968	0	0	0	7212	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	41	34	0	0	0	0	0	917	253	0	1081	0	0	0	0	132	158	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	2989	0	0	0	0	0	0	0	0	0	0	0	47	77	0	0	0	0	0	30	0	0	0	0	0	0	597	0	139	126	0	0	43	74	414	0	0	0	5	55	45	72	0	0	0	0	12	0	75	0	17	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	83	0	133	0	0	0	0	0	0	0	3	0	0	67	59	0	0	4	219	0	0	0	0	0	6	31	0	0	3	0	0	0	0	0	0	0	0	25	33	4	0	0	0	0	0	0	0	248	0	0	0	0	15	0	337	0	0	74	0	0	0	69	0	2146	0	8	0	27	0	0	0
RTF197	0	0	0	0	0	0	0	0	0	350	43	0	0	0	0	1698	0	2408	0	632	808	0	9691	333	0	0	0	0	14	0	412	39	78	0	13	0	25	39	0	0	0	0	0	6	647	0	0	0	3615	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1833	162	0	2051	0	0	0	0	199	328	0	0	0	0	0	532	0	0	0	0	0	0	0	0	20	0	0	211	7	0	0	0	0	2178	0	0	0	0	0	0	0	0	0	0	0	57	77	0	0	0	0	35	0	0	19	0	0	0	0	1108	0	271	230	0	0	25	143	748	0	0	0	22	54	51	148	0	0	0	0	29	0	199	0	39	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	116	0	202	0	0	0	6	0	0	0	0	0	0	48	81	0	0	10	208	0	0	0	0	0	15	30	0	0	9	0	0	0	0	0	0	0	0	76	34	7	0	0	0	0	0	0	0	526	0	0	0	0	36	0	469	9	0	122	0	0	0	105	0	3201	0	44	0	43	0	0	0
RTF198	0	0	0	0	9	0	0	0	0	141	29	0	0	0	0	2527	23	533	0	433	64	0	7612	266	0	0	0	0	0	0	626	34	61	0	0	0	12	51	0	0	0	0	0	0	1095	0	0	0	3757	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	18	172	0	4	0	0	0	1551	166	0	1856	0	0	0	0	255	387	0	0	0	0	0	420	0	0	0	0	0	0	0	0	3	0	0	151	10	0	0	0	2	2429	0	0	4	0	0	0	0	0	0	0	0	18	71	0	0	0	0	0	0	0	0	0	0	0	0	1083	0	118	193	0	0	28	195	939	0	0	0	18	69	10	129	0	0	0	0	16	0	149	0	21	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	24	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	187	0	359	0	0	0	2	0	0	0	13	0	0	39	113	0	0	3	211	0	0	0	0	0	11	22	0	0	0	0	0	0	0	0	0	0	0	8	39	5	7	0	0	0	0	0	0	389	0	0	0	0	47	0	583	8	0	96	0	0	0	108	0	3533	0	10	0	20	0	0	0
RTF199	0	0	0	0	15	0	0	0	0	155	29	0	0	0	0	3548	14	720	0	471	72	0	6960	317	0	0	0	0	0	0	837	44	123	5	0	0	22	55	0	0	0	0	0	0	825	0	0	0	3658	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	51	149	0	0	0	0	0	1093	111	0	2320	0	0	0	0	317	404	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	3826	0	0	8	0	0	0	0	0	0	0	0	36	132	0	0	0	0	0	0	0	0	0	0	0	0	1453	0	90	205	0	0	23	170	1288	0	0	0	26	76	17	130	0	0	0	0	30	0	173	0	56	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	179	0	338	0	0	0	9	0	0	0	0	0	0	116	179	0	0	12	311	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	5	47	0	0	0	0	0	0	0	0	410	0	0	0	0	65	0	717	0	0	149	0	0	0	193	0	4377	0	10	0	37	0	0	0
RTF200	0	0	0	0	4	0	0	0	0	234	11	0	0	0	0	532	0	494	0	329	34	0	5023	961	0	0	0	0	8	0	164	0	38	0	0	0	0	13	0	0	0	0	0	0	434	0	0	0	15241	0	0	0	0	0	0	0	0	10	50	0	0	0	0	0	0	0	0	1224	67	0	0	0	0	0	348	155	0	561	0	0	0	0	20	60	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	108	51	0	0	0	0	5168	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	57	12	0	0	0	0	0	445	0	416	99	0	0	11	98	270	0	0	0	0	16	30	24	0	0	0	0	5	0	51	0	17	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	79	0	148	0	0	0	0	0	0	0	0	0	0	1697	264	0	0	13	72	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	19	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	172	0	0	27	0	0	0	20	0	992	0	22	0	73	0	0	0
RTF221	0	0	0	42	0	0	0	0	19	36	25	0	0	0	0	36	0	1227	0	72	60	0	334	0	4	0	0	0	0	0	0	0	3	0	0	0	6	36	0	0	0	0	0	0	8	0	0	0	462	0	3	0	0	0	0	0	0	0	0	0	0	0	141	0	0	32	0	0	148	0	0	35	0	0	64	0	0	0	0	368	0	0	0	0	25	50	0	0	0	254	37	0	0	0	0	0	0	0	14	0	0	114	0	0	0	0	0	87	0	0	0	0	0	0	0	51	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	221	0	0	73	0	75	0	0	126	32	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	140	138	78	6	0	0	32	0	0	0	0	0	0	0	20	127	20	333	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	29542	259	0	0	44	0	0	115	0	0	0	0	0	0	0	6	0	0	0	9	0	21	0	0	0	0	0	0	0	0	0	12	0	19	22	0	0	0	33	23	0	11	0	112	0	0	0	67	37	0	61	21	13	126	14	0	0	0
RTF224	0	0	0	0	0	0	0	0	210	111	57	0	111	49	0	98	13	2082	0	783	35	0	3068	9	0	0	0	0	0	0	8	5	67	0	22	0	25	37	0	0	0	25	0	19	0	0	0	0	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	21	0	0	21	0	0	56	0	0	0	0	0	46	0	0	0	0	0	28	0	0	0	0	0	0	12	0	0	19	0	2445	6	4	0	0	5	0	0	0	66	6	0	34	0	0	0	0	0	31	0	20	0	23	0	0	0	0	0	38	13	0	28	1680	73	20	76	0	194	0	21	740	43	0	0	0	0	22	51	0	0	0	0	0	88	43	0	255	30	0	0	14	0	0	18	0	0	19	4	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	52	61	0	0	0	0	0	0	0	25	0	0	0	0	32	0	230	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	4	0	12967	198	0	0	173	7	0	351	0	0	0	0	50	0	0	0	107	0	0	277	0	14	0	0	14	11	0	28	0	0	0	0	0	27	123	44	0	0	220	628	0	49	122	337	38	6	51	257	174	16	818	61	171	279	38	0	0	0
RTF226	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	46959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF227	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	126	0	112	0	0	448	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	4	0	0	0	0	50	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	104	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	2	0	0	0	3087	31423	0	0	0	14	2	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	5	0	0	0	9	14	0	0	0	0	0	0	0	15	14	0	6	0	7	0	0	0	0	0
RTF229	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	106	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	41483	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF252	0	0	0	0	5	0	0	0	12	130	144	0	0	0	0	3226	20	820	34	1142	39	0	7953	0	3	0	0	0	0	0	175	35	54	0	6	0	0	102	0	0	0	0	0	0	374	0	0	0	17863	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	15	18	0	0	0	0	0	1342	146	0	1159	0	0	0	0	394	204	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	1636	0	0	4	0	0	0	0	0	0	0	0	48	25	0	0	53	0	0	0	16	0	0	0	0	0	1034	0	84	616	0	0	86	28	622	0	0	0	0	14	57	154	0	0	0	0	0	0	199	0	111	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	121	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	70	0	41	0	0	0	22	0	0	0	0	0	0	550	296	0	0	65	123	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	37	39	0	0	0	8	0	0	0	0	280	0	0	0	0	448	0	405	38	0	256	0	0	0	278	0	104	0	28	0	13	0	0	0
RTF253	0	0	0	0	11	0	0	0	8	103	73	0	0	0	0	2202	34	570	10	839	18	0	5196	0	0	0	0	0	0	0	120	27	49	0	6	0	7	57	0	0	0	0	0	0	309	0	0	0	20614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	36	0	3	0	0	0	650	310	0	870	0	0	0	0	245	140	0	0	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1439	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	39	0	0	0	11	0	0	0	0	0	661	0	70	449	0	0	43	24	443	0	0	0	0	14	33	135	0	0	0	0	3	0	91	0	85	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	100	0	134	0	0	0	11	0	0	0	0	50	0	2055	3380	0	0	42	163	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	25	27	0	0	0	0	0	0	0	0	162	0	0	0	0	242	0	244	30	0	129	0	0	0	237	0	96	0	30	0	12	0	0	0
