RTF091,RTF092,RTF093,RTF094,RTF095,RTF096,RTF097,RTF098,RTF099,RTF100,RTF102,RTF103,RTF105,RTF106,RTF107,RTF108,RTF109,RTF110,RTF111,RTF112,RTF114,RTF115,RTF116,RTF117,RTF118,RTF119,RTF120,RTF151,RTF152,RTF153,RTF155,RTF156,RTF158,RTF160,RTF161,RTF163,RTF164,RTF166,RTF171,RTF172,RTF173,RTF174,RTF176,RTF177,RTF178,RTF179,RTF211,RTF212,RTF213,RTF214,RTF216,RTF218,RTF219,RTF220,RTF221,RTF224,RTF226,RTF227,RTF229,RTF231,RTF232,RTF233,RTF234,RTF238,RTF239,RTF271,RTF272,RTF273,RTF274,RTF275,RTF276,RTF277,RTF278,RTF279,RTF280,RTF281,RTF282,RTF283,RTF284,RTF285,RTF287,RTF289,RTF290,RTF292,RTF293,RTF294,RTF295,RTF299,RTF300
0,0.2286092715231788,0.2983993954798379,0.3156120870749556,0.400945240041221,0.5441557338767885,0.352638700947226,0.3651664714739836,0.4485576247554609,0.5652996639587615,0.8489977347523187,0.8867159793292126,0.8342037846942097,0.8294047635333871,0.9224887035106013,0.4954071676740755,0.6777898056196169,0.8787730461739273,0.44587026709715294,0.31242062759825895,0.5928312600395981,0.41700668284285153,0.7841164044766915,0.8002516472068513,0.7176623752350644,0.8751574233872849,0.8594227757476322,0.9939823088930616,0.4571924768133614,0.17009400049121398,0.2528096825984933,0.5143271630012186,0.3167986754374189,0.3231657242075131,0.8588164405149539,0.9009486378683136,0.8618919645256652,0.8772783681067245,0.29619129505263403,0.24233325934320127,0.28037025520820874,0.2443544847095547,0.8522752304214248,0.8584216295213738,0.656373968049748,0.6545155993431856,0.242681146428297,0.21169097538742024,0.3334923604223425,0.3200843474265789,0.5744048080050806,0.4466517464229135,0.396824655069687,0.708162817889506,0.8061808272958557,0.6478206268641097,0.9045878963828141,0.7402346812025904,0.897232727054445,0.3435296504844519,0.3975988004946865,0.37642033213920795,0.29422116632570006,0.7687771225102926,0.76724163349550345,0.4286379967872077,0.39318558721543795,0.2879684178560583,0.3205349182763744,0.773203125,0.47899950530291147,0.35354884776174406,0.46375157667127154,0.40562004380776123,0.42882305121488573,0.43326426909587584,0.8357713440712121,0.8641650911654436,0.7578334514430225,0.7359963400337403,0.8864485033583469,0.8996567022890316,0.8941033752765157,0.4530607818684596,0.3283238510991043,0.5942434049230165,0.41430383134184223,0.7375280573455941,0.8648540486787373
0.2286092715231788,0,0.413993328666145,0.23037530852806162,0.4357475114514659,0.6016801731087446,0.3078619427049743,0.29999219786221426,0.4687908408489496,0.5022006803090733,0.8572587878529022,0.8999831242616865,0.7778751926693723,0.8468309618512595,0.9101006594932315,0.4746754173205878,0.63697502704228,0.8203330616047514,0.48171611586245733,0.4252925927131127,0.663020347209259,0.41900182840116473,0.8022050051782226,0.8086702623788474,0.7335029048761453,0.819389419715684,0.8624655356566233,0.9959789459416721,0.5982671409055665,0.23005868047033623,0.26586709450135193,0.547066532141159,0.2594240486517909,0.25825889193688306,0.7985248312355986,0.8389106422768979,0.7971913431072445,0.830691419269824,0.32032973412283755,0.21366783016775429,0.2872063287206329,0.21628734343778935,0.8185799186737567,0.8017731421121251,0.6699785752544188,0.6686746987951807,0.18124120281509917,0.22476771725268718,0.39514520479207177,0.2704500241315582,0.5429800535413088,0.40998517550692226,0.3569769206523389,0.7371167883211679,0.7396802456869298,0.5978198358341611,0.84723949057428,0.6794842441405073,0.8358185678810927,0.29770895635865985,0.2701700661672226,0.3611661233778215,0.17423226572289024,0.777805230582974,0.7790968274074292,0.5319863257079142,0.35327642480542304,0.3276529633810339,0.39205834491441877,0.7842943380516236,0.4460050878314023,0.3287070602451234,0.5425944375757721,0.3626180694546859,0.39642567018683994,0.3739546826746244,0.865355368549123,0.7821633214891642,0.7139009593091863,0.743636623339523,0.8258568277999643,0.838163728160651,0.8330758443657452,0.5449018736657311,0.29215183838865383,0.6278294953454189,0.36753746526687825,0.6851079223441456,0.8703634138361427
0.2983993954798379,0.413993328666145,0,0.5675916113923885,0.4741990245479777,0.445739248431753,0.48731206838323493,0.5137312155461021,0.4335034013605442,0.7919806243272336,0.7876167747970307,0.8635461714576443,0.8705088334546417,0.7477423047570593,0.886746113700427,0.5134542204406647,0.6453929158811024,0.9157463130745321,0.38509349907968093,0.3293135435992579,0.4740645161290323,0.3634104137171622,0.6678683955404751,0.6809078352586639,0.6155373415466069,0.9123817086890345,0.791667259761149,0.9940003529204164,0.3879247196709303,0.3241026545550754,0.3283544239596277,0.3881838765731136,0.48951216740121484,0.4814824686487999,0.8930852322005834,0.9417983795988843,0.8885376601940236,0.9065663901531046,0.3751532327160087,0.47800944347180224,0.39757821757903483,0.3611006670287282,0.9034370315828227,0.8781666290358997,0.5347356982069393,0.5813426770940193,0.3946527215143257,0.3708531569514821,0.2355363570914327,0.5612296816003,0.5903086942124435,0.42307414939494903,0.4498912409146374,0.6226338834624453,0.8238041408852927,0.6054526516009239,0.9432997519364147,0.7594609460946095,0.9380523709196378,0.4257330556000641,0.5661204878649747,0.43311276925242853,0.4984699629569979,0.6777397357177216,0.6529872112998664,0.3283343611593878,0.5277181353123424,0.36783872220065444,0.3695146366538607,0.859157044400066,0.4438482071603511,0.5011614250293619,0.3739116149170363,0.5734582025222157,0.6456927022854008,0.6439521209575808,0.7730706410779911,0.9144274414417866,0.7402778227503805,0.7092308979830948,0.9251018744906275,0.9389504117297813,0.9340561172696634,0.32711488282488355,0.3443508962520369,0.46734851138353767,0.3964197074510218,0.6855707699717883,0.7689390794098924
0.3156120870749556,0.23037530852806162,0.5675916113923885,0,0.5037184217996026,0.7151557263140685,0.37097130021459657,0.36111974449934087,0.58071392178678,0.3546153443857539,0.9197038255861786,0.9421452748369794,0.7733396137541215,0.9215364369568333,0.9458175670235891,0.5540503557744937,0.6869359205776173,0.8094971942140445,0.623357762842379,0.5362128188262808,0.7692724514124702,0.5397233380261679,0.8875408481388273,0.8959840134081093,0.8238850265175456,0.8076011095204009,0.9261646018119991,0.9968237383763452,0.7206775026225528,0.3266041662197241,0.3531854312492585,0.6673680929000078,0.3092648323301806,0.33016087298908764,0.7929761759179998,0.8249329728638255,0.7846090787990573,0.8207610771939023,0.45977395840299606,0.18836065390088405,0.41803598029105077,0.35277362719462085,0.8099591800415985,0.7924970107612594,0.7550723156334646,0.7462884649991003,0.26978883750519955,0.23878703014921454,0.5406888107271046,0.20534453743548042,0.5937312163727259,0.4985213858101123,0.40785891158444354,0.8219154620812495,0.7490041314669791,0.6421044746304435,0.8334787056479837,0.6756494519076386,0.821592464374849,0.3981140308348686,0.3501573303305516,0.45225781369649987,0.23984350216770647,0.8534098302478264,0.8606642231610755,0.6536190889778289,0.40063424947145876,0.4601346871837817,0.438144388621165,0.7026301397106349,0.52786862511701,0.37672269929157964,0.6614152387309113,0.39493400730131983,0.2600737367165474,0.23393858626242434,0.9296148921229812,0.7666273120818575,0.7409645723958265,0.809750264952852,0.811896242269043,0.8245283638633104,0.8194542594661135,0.6647855883672171,0.4178962888459648,0.7546815600506875,0.47935848930257474,0.7284958043412931,0.941842505603233
0.400945240041221,0.4357475114514659,0.4741990245479777,0.5037184217996026,0,0.6188982634423779,0.5034818013065728,0.4100250296403636,0.4627386704697844,0.6982117999785844,0.8478084714548803,0.9099691994061468,0.8619225967540575,0.8124077602168138,0.9272367229139017,0.5211333512710427,0.6399190049175586,0.8917964765081439,0.48487507504733757,0.41318427633969607,0.6616442269589818,0.4055419636208914,0.774048986529992,0.7714134041141341,0.7162696444513724,0.8851513309554666,0.47168797547960095,0.9970201577563541,0.5661172028175151,0.3750865280021096,0.497768054450632,0.5406040957968996,0.46961739609138453,0.4644130372079608,0.8699051700556214,0.9102015461071231,0.8769526872931964,0.8851225365984261,0.4344422476943648,0.4181354413217823,0.3966021985773911,0.3916523864875553,0.8903434748893856,0.7397563818477578,0.5671439653925552,0.5252200191471447,0.37283553185870755,0.4285682253887463,0.372336227308603,0.48072378481071315,0.5290017576822837,0.3542626372404935,0.4122756623848151,0.7336798817937443,0.8074045898313681,0.6051154967193539,0.9135797021511307,0.751463998672325,0.9069772931124015,0.36985141177496295,0.4663391086975261,0.3308656311994968,0.4304585566563803,0.6985179786200194,0.6473067983310956,0.5368616393126552,0.4849258943887058,0.40304672763305555,0.44952198405834365,0.8242263890486599,0.4157929693059443,0.45731182308424345,0.41328735740771355,0.4606612141458357,0.5791567135159158,0.5781851303654788,0.8218536086573692,0.8782791185729276,0.7285161571576481,0.6792513623691916,0.8965962138450351,0.9082319673234884,0.9040914884411652,0.5185367103745783,0.37829217383146885,0.5998698998951971,0.4256059323003685,0.6691458192472391,0.7609897968913893
0.5441557338767885,0.6016801731087446,0.445739248431753,0.7151557263140685,0.6188982634423779,0,0.37595064121682076,0.5596792260187746,0.26268711384425575,0.8488064431715756,0.6403724693266166,0.8152068527791938,0.9207611231207025,0.636682755594559,0.8871424080477838,0.5018998635457121,0.6191822395909119,0.953458652815566,0.3910644080455597,0.5236418170383629,0.35297797163192507,0.5048766427050366,0.49825600677012455,0.5109644228849294,0.5596844044004181,0.9547544905240147,0.6790575916230367,0.9966804380378502,0.5810636801385056,0.5273611111111111,0.5510952907979619,0.25703607109486504,0.5598425666408253,0.5930295239674904,0.9346629069469367,0.9735930601652243,0.9538098685285944,0.9471889481507388,0.4909139497594869,0.6250890800739494,0.5048078950697988,0.5838606576717648,0.9297298960823135,0.9147526803396235,0.45446285035297407,0.4486246709367162,0.5925071658903619,0.5580183056189765,0.45827877240665954,0.705117934098405,0.6601966088276044,0.49349933891582193,0.5140410852793241,0.6717200812589067,0.8699060445076078,0.6226759438804608,0.9738547775266579,0.8320498794438485,0.9715195565006718,0.5494349341681654,0.6914724602083882,0.5619152687195128,0.6222783521303258,0.5647548013766298,0.5425774134790529,0.3938022096469954,0.6453282244390126,0.4383812038353411,0.4469905926524106,0.9460841115125077,0.4809627543701185,0.6307657790876735,0.430851795789184,0.6456485056781126,0.7227488626570736,0.7517286593798338,0.6940014712666609,0.9615426398696361,0.7715913598499874,0.6763169565860149,0.9618925373762455,0.9712451342197058,0.9679145507197717,0.40435610637948205,0.45478452039088224,0.43352513954440636,0.44063802418317466,0.595799855460613,0.5504936756150931
0.352638700947226,0.3078619427049743,0.48731206838323493,0.37097130021459657,0.5034818013065728,0.37595064121682076,0,0.2725644594555135,0.21753704843520666,0.5346592153241239,0.7008587070646468,0.8513124969334184,0.7946427505164981,0.7028115245819845,0.8974558495162054,0.34097273700683634,0.5369116567419855,0.8434422085145111,0.39972928688466197,0.48145191183598984,0.5223868175765646,0.43715387715157444,0.5756150547026349,0.57265193052634,0.6113314034106113,0.8462565762849049,0.7093373815989223,0.9964738946008693,0.6093473210781454,0.3237935669894212,0.370990004992609,0.3543310260052998,0.23688422203138418,0.31103923842069936,0.8273145306541361,0.8619934060360132,0.8332190528432986,0.8519461747599546,0.3266767523953606,0.3264762213597349,0.3253086802754855,0.39013207705897196,0.789951579943426,0.7870708872046367,0.47703534777651085,0.4866794110469373,0.33752330810573655,0.3240847249216612,0.4503908987976492,0.344928601320799,0.5908452790335252,0.37100779546092555,0.3376029833503917,0.690061928634621,0.7514279085696609,0.5224287373782504,0.8671319784548912,0.7219728139159419,0.8582886313408523,0.3465889314305604,0.4345890574888708,0.42454540635105764,0.3100901905732582,0.6101822980408016,0.579850211335492,0.49643359081927024,0.39866206301251617,0.33245291324717796,0.4052814039852277,0.8603978461127676,0.39507935350082846,0.368703397888205,0.47583801347465454,0.37333048945224817,0.38145830873962144,0.40814459623832644,0.7435322503990933,0.8178759702243769,0.6702919424815699,0.6286402505118632,0.8518961869872556,0.861992993459901,0.8556696786941934,0.5004890834670794,0.32312612844983235,0.4723219945066554,0.363040602627407,0.5777175612298072,0.6670190385480883
0.3651664714739836,0.29999219786221426,0.5137312155461021,0.36111974449934087,0.4100250296403636,0.5596792260187746,0.2725644594555135,0,0.3719931444702087,0.4885319705542374,0.7988170402066689,0.8786469787412294,0.6860143296862471,0.7596469673795853,0.9024686438587504,0.39261186379019547,0.464045299322474,0.7749878345498783,0.46541962458081093,0.4708799773274763,0.6288891819420633,0.43804077573346595,0.7101078589870424,0.6981708073763372,0.6619744323803745,0.7511495807411415,0.6831376330016184,0.9965796508885045,0.5989665141478294,0.2975281319160874,0.4025653881507479,0.4683628842880841,0.19833015813527385,0.21394453088448104,0.7314774976335944,0.7665364583333333,0.7225024355954568,0.7715206760583901,0.30999083409715855,0.3347712049942557,0.3005637577945884,0.32700352950462896,0.7140889328913951,0.603289118300222,0.5270222058190318,0.5037039454361518,0.2929502684207421,0.35596056296264916,0.4225671918443003,0.2796102931539167,0.5472005391138316,0.28531489623330974,0.2734051546615221,0.698526178649947,0.644526884021783,0.4400394643437248,0.7768507123339105,0.6154035048554526,0.761437908496732,0.2958922369944224,0.28217054263565894,0.30919226393629123,0.2407800219291504,0.6496482090643275,0.6031356125585579,0.5389603028860324,0.297119341563786,0.34200058430905456,0.4399189373747164,0.8365141549557321,0.3122571135033725,0.2432085561497326,0.4269412994639322,0.206449229699485,0.3207681888341716,0.3392147170703402,0.8039288263754858,0.6894749793726387,0.5763009308713566,0.6613978985838282,0.7550005525472427,0.7687921312587442,0.7596500314046126,0.5255450831277052,0.31607557176002654,0.5628760836308007,0.33563670128916623,0.5571564192773776,0.7128848397809892
0.4485576247554609,0.4687908408489496,0.4335034013605442,0.58071392178678,0.4627386704697844,0.26268711384425575,0.21753704843520666,0.3719931444702087,0,0.7404225130064638,0.6437652124162409,0.8215258855585831,0.8584576245822317,0.6468438377384065,0.8876671405690427,0.3515639192553885,0.562773081683823,0.9013016435741181,0.33398796325625596,0.43919184765502045,0.4244453782233237,0.3940652534031162,0.4693768075380166,0.485571853130093,0.5548210767177271,0.9054265355594967,0.6517574370200803,0.9963154564740035,0.5343018385432741,0.3947875571340645,0.48414839455589137,0.19665621734587252,0.4346714110975203,0.4601416015109789,0.8856981864473986,0.9215162166144003,0.8991126198558752,0.9032295281285776,0.3623916067823558,0.48231930370432663,0.38239240818867887,0.4723366139797044,0.8415283432508612,0.8200322614336609,0.3681120842295398,0.35979745767181814,0.4363679939740473,0.44541857238295907,0.36297176686923954,0.5599542479506895,0.5585877398979674,0.35108735923834333,0.3555060337215658,0.6580106113177016,0.8109649526262533,0.5472382791146675,0.923846558917649,0.7784243315739379,0.9182807282128622,0.392602984601808,0.5596693952787744,0.3751404711015138,0.48762107652334924,0.49091994956756396,0.47986815743553285,0.3968644328312327,0.4756033254423265,0.3299150881776617,0.38682468503096307,0.8862106909133028,0.374553639059017,0.492123778096009,0.36678163397283897,0.48522779955325157,0.5908789741394249,0.6224251521974814,0.7001477481149379,0.8901722053120961,0.712890481215185,0.6127376354097206,0.9115857577445478,0.9206081428600819,0.9150581625132187,0.4035380835380835,0.33908070596298834,0.3659821536367727,0.34131372795442166,0.5386413566952739,0.5254038306846098
0.5652996639587615,0.5022006803090733,0.7919806243272336,0.3546153443857539,0.6982117999785844,0.8488064431715756,0.5346592153241239,0.4885319705542374,0.7404225130064638,0,0.9898005948027887,0.9927393954268418,0.37626224566691785,0.987595047767596,0.993018054873725,0.6631581210824526,0.5341386834122719,0.7925991579880346,0.7674364258248179,0.7336986626572762,0.8848530286187017,0.7181464381541734,0.9875563486100676,0.983011583011583,0.916283596040821,0.4439365307264339,0.9876762729112848,0.9976302426180177,0.8876613869293225,0.5799717883926487,0.5748413815614991,0.8207963671530084,0.38506430786436885,0.38393928135449285,0.44771481955786957,0.4448114505917974,0.3685586482305395,0.7435220451160011,0.6486483642524176,0.45463389873524807,0.6052708322082411,0.5791556293210521,0.44517023376950704,0.38726446503043116,0.8592058193651819,0.8453734067730057,0.5387177926091002,0.48450794504119843,0.7429641833487554,0.3375242397766744,0.7362021597802137,0.6879357295397792,0.5971828602850979,0.9806602514795222,0.37699074074074074,0.605624568264041,0.46422896720309637,0.3127938359742295,0.4318787799960981,0.5990617064644326,0.4212362215710897,0.6781968558061154,0.4558942784201832,0.9232053422370617,0.9377319426540099,0.8642228998188166,0.4767792418955997,0.6783726942119791,0.725304000343746,0.8755698578707428,0.6895455436273763,0.4009895822459759,0.7964690062030972,0.3789272842908628,0.2472650843287025,0.21432466442953022,0.9960741044852714,0.44570684075594347,0.6389403711666296,0.8809321658028462,0.4338707591498901,0.4576495664590361,0.4367268858343453,0.8395169101223537,0.6190199120765452,0.8928464928266128,0.6266804332251675,0.8054294207964457,0.9964780259444797
