RTF001,RTF002,RTF003,RTF004,RTF005,RTF006,RTF007,RTF008,RTF009,RTF010,RTF011,RTF012,RTF013,RTF014,RTF015,RTF016,RTF017,RTF018,RTF019,RTF020,RTF021,RTF022,RTF023,RTF024,RTF025,RTF026,RTF027,RTF028,RTF029,RTF030,RTF031,RTF032,RTF033,RTF034,RTF035,RTF036,RTF037,RTF038,RTF039,RTF040,RTF041,RTF042,RTF043,RTF044,RTF045,RTF046,RTF047,RTF048,RTF049,RTF050,RTF051,RTF052,RTF053,RTF054,RTF055,RTF056,RTF057,RTF058,RTF059,RTF060
0,0.5967285307702758,0.4676417524275013,0.44548567428832125,0.42667814661890824,0.6355338571185651,0.6841885058700585,0.7072318664019202,0.6500799920732847,0.7972637864288188,0.7258777544209561,0.6409440550681201,0.6772057898260817,0.6617543134326715,0.7002555657968011,0.7730972644391703,0.6644944221929601,0.6607557540864365,0.6767602405828179,0.6522916294265783,0.6271767605758781,0.663283706300366,0.6742696233764666,0.7347206512294627,0.6718423465333734,0.7334597422042253,0.6978762108737906,0.6811047502815046,0.6669799107584095,0.7227046042942705,0.7867579443124647,0.5905450889259074,0.6681656097361919,0.6778482626859693,0.6484115956171349,0.6884527093819568,0.7927674595418073,0.7095260730199601,0.7498648547660581,0.6512368776560362,0.7037298522042992,0.7771369093378382,0.6947549387264073,0.6979594455042126,0.708547202296584,0.7009850612991215,0.6547731903944665,0.6586102394829069,0.7088326390048627,0.8444335354457871,0.679318601287029,0.7759962733140302,0.6759912922610479,0.7659151039916217,0.7428669599908145,0.736934455856371,0.6784370407483972,0.6603211683419481,0.6743080800029708,0.6787497745429011
0.5967285307702758,0,0.6039486052107315,0.6369396027214259,0.6232533961977729,0.696505947180865,0.6886752670076246,0.7945742700937575,0.7113733061342492,0.8529928031357569,0.7124219563449212,0.7340586867885325,0.754747756404619,0.7312744340346314,0.7397365987919177,0.7157401944109715,0.7187114936141878,0.7043406208137712,0.6817670643620358,0.7459142855105947,0.6817522574935985,0.7136794652975249,0.7593723186604132,0.8196333000216767,0.7589938193973619,0.8131846282726262,0.7655589246087688,0.740289346760915,0.7281731519329689,0.7268914132697893,0.8507448793583692,0.7004194473439168,0.6771864443775656,0.7736985527872361,0.6810741645691647,0.7776745155830118,0.8590052303288247,0.7975052392075495,0.8248199449559419,0.71921476366235,0.7599669176323343,0.8253400438701285,0.7410178523808029,0.7816858597148224,0.7592966304200924,0.7407896261076798,0.7372295295617638,0.7305050793408698,0.821931015981153,0.7942931614871765,0.7566654354703198,0.8186958410610757,0.7241641780344865,0.8188475665721981,0.7934648405044774,0.8177694855666655,0.7610108279499288,0.7567283638937914,0.7607257666227212,0.7786867578207581
0.4676417524275013,0.6039486052107315,0,0.43197316336412483,0.34053385633838046,0.575867511171419,0.6404629370705989,0.6603368797984639,0.5516521997294066,0.7924632732417471,0.6788831851748959,0.6209849045265541,0.6422238888709174,0.5862588556888539,0.6390813775524151,0.7481620186595448,0.5772046322945712,0.5846251495274296,0.6075656722336302,0.5928946543934777,0.5692497558005495,0.5457871243397084,0.5545841508188436,0.6417527523230709,0.5833114488211966,0.7093520609004651,0.6279335990272816,0.6259253894770581,0.6135420352621457,0.7403875154598135,0.7054301567066736,0.5570844025813172,0.5687337165395852,0.6090682537914541,0.5790519393967524,0.6242455445652911,0.7659585872478207,0.6801978545615395,0.7092390866073672,0.6492546232436215,0.637569452060654,0.746802494957528,0.6195895505152154,0.6532507129539902,0.6568108636337068,0.5949653744631679,0.5673913667093818,0.5758500987867436,0.6348442742442513,0.816667968933464,0.580366991277256,0.7117062371329728,0.5772385390825191,0.704435558204942,0.6836303308704222,0.688470526075872,0.6262154585023817,0.6309646184788434,0.6570971766361512,0.6096194486955554
0.44548567428832125,0.6369396027214259,0.43197316336412483,0,0.3838590880402859,0.5698285835945601,0.6461839419859176,0.6475845979019516,0.5992397572598921,0.7625587041488785,0.7209475170690579,0.6400848000201141,0.6495192965073758,0.6421559747548764,0.6850839472308305,0.7630100731956962,0.6377884545048497,0.6482391256745986,0.705848787684325,0.6430009774595725,0.5701408463659217,0.6183851608226659,0.6255759445521124,0.6749027100795807,0.6176254057866549,0.682395677963439,0.6397069955496688,0.6379430590139349,0.5907039208879851,0.738174221548529,0.7348973648961226,0.5131068509012972,0.6156391018151911,0.6051946893645181,0.6070099639241855,0.6507412150086974,0.7414979250460887,0.6698164190861944,0.6962918723077343,0.6757879108108217,0.6815549999394255,0.7592990577922347,0.626551780731446,0.6754123129288273,0.6701834768894787,0.650919014730829,0.6338180456709481,0.6074917173316382,0.6780897602971232,0.8218646345632977,0.6439753663411356,0.7279417265930669,0.5935742503389313,0.6931914936702573,0.6819020309744744,0.7036487293979984,0.6358709541191696,0.6033470792027722,0.6324448992741545,0.6092548350348486
0.42667814661890824,0.6232533961977729,0.34053385633838046,0.3838590880402859,0,0.5786324683544981,0.6613322833274504,0.673273898177473,0.5724499849570989,0.7796034278430898,0.7502260289703025,0.6455607588564283,0.6642585475515684,0.6321975912791687,0.6672346705564134,0.7831970677581492,0.5948549374525332,0.6092375279931573,0.6761585556718815,0.615725989175598,0.5784931688102871,0.5680998594806769,0.6062470327196349,0.6448265843280285,0.5743288566416525,0.6647442221502375,0.600873744152425,0.6287218791428196,0.5903975370456715,0.7523802238222896,0.7070754772648379,0.513966436274315,0.5965168381558071,0.5964631205698275,0.613248099481909,0.6147393361896741,0.7415595400098114,0.6476406558061111,0.6894900087874316,0.6612827756811034,0.6468209190061885,0.7262513301632479,0.6297579435481275,0.6302014669701618,0.6461276105993389,0.6291413885388635,0.5776522139908875,0.5812483948320606,0.6503444516780864,0.850247330211503,0.589423439972005,0.7005899822610783,0.5790305612715579,0.7080426564699775,0.682300790768851,0.6708194978540287,0.6260322434268775,0.6028007996554766,0.6528146694019425,0.6215331550022647
0.6355338571185651,0.696505947180865,0.575867511171419,0.5698285835945601,0.5786324683544981,0,0.5087532352735974,0.5121224391316365,0.3795168683915799,0.7099797475400296,0.6508383282293424,0.5779748453125398,0.615331671613089,0.5731965133737285,0.5592411338436183,0.6842420369856979,0.5522098560873233,0.5311021979095213,0.6175234842254264,0.5482148581893753,0.6051630717379386,0.599576652957117,0.5944040284219753,0.6784193526686858,0.6333767010544558,0.6459354383667946,0.5048874475952316,0.5261474292329573,0.5487735679242373,0.6752557701986264,0.7352805199295922,0.5672642205322252,0.5914042917044303,0.6048638426583118,0.5827160153669959,0.6209485059305134,0.7556425632290225,0.6422428609110867,0.7093228896367009,0.6367832484728273,0.5749001191656622,0.6644874186140892,0.5382007267575013,0.6108141616437303,0.5691312559329292,0.542722335105211,0.5836303501173369,0.5431005279884218,0.6178337940304004,0.8098265970842091,0.6201127897020542,0.7379311082943246,0.590518140397065,0.7036864780148285,0.707328524282481,0.6203763979750789,0.5519900011811598,0.542102296380239,0.602870537558398,0.5744389192704225
0.6841885058700585,0.6886752670076246,0.6404629370705989,0.6461839419859176,0.6613322833274504,0.5087532352735974,0,0.7138354608252692,0.4763465169230746,0.8314338507545052,0.605606780808455,0.6190994715971059,0.626095327380988,0.6162257570448278,0.5491540305243598,0.58925811797502,0.6629027886178923,0.6074200880889845,0.587729656681595,0.6542977092459958,0.5983969775246949,0.631101985746213,0.7097332517434768,0.7570562910462341,0.71219569523007,0.7609381422962044,0.6408534424219061,0.6351367265481345,0.6645212530063853,0.545894038875256,0.7783211601755446,0.6355207875757456,0.5921894353319023,0.6683909452539545,0.622895176800781,0.6361184008987629,0.8330275082181552,0.7543542482707017,0.7699805114051925,0.6385355204143555,0.6037647259440461,0.7525076749617016,0.5360335106906442,0.6566491527218905,0.6019766513528941,0.6479837763735172,0.6483728687500955,0.653649749499593,0.7175012495020423,0.6823953506290498,0.7529387955557086,0.8043728024913073,0.6381285797803613,0.7903868504120222,0.7541124601791789,0.7416129818970942,0.6361638172877123,0.667601987155489,0.5493685258638011,0.6472637475910235
0.7072318664019202,0.7945742700937575,0.6603368797984639,0.6475845979019516,0.673273898177473,0.5121224391316365,0.7138354608252692,0,0.5548283728177515,0.598136427140916,0.7672568338285706,0.6526673666908251,0.6389976826543011,0.6294978744062183,0.6918292085894132,0.8170884885578809,0.5323471397751014,0.5987835861060758,0.7190540856700276,0.5978798410371121,0.6751253087391341,0.6171375028201032,0.5947800689084718,0.6454775139133895,0.6488891182564401,0.5788036793760488,0.5260858380639806,0.6120292316511348,0.6207376376728301,0.8145107449709549,0.663932436439373,0.6568861643105087,0.6952356313836893,0.6113571927299277,0.6483459511925257,0.6817736987462838,0.7166937710706694,0.627427368678585,0.6399253891072127,0.7297997824799053,0.677735652397431,0.550451899217964,0.6939800834218022,0.5570360247372139,0.6035038088340541,0.5598241382712753,0.5807448280160207,0.5266614497583579,0.5905384256764648,0.8836335464746881,0.5838154302031129,0.6071840793824949,0.6616372460802107,0.6805104172578554,0.6555762297215034,0.5558282242373443,0.6103688806975647,0.4963121900022263,0.7264314640535118,0.5529171519771597
0.6500799920732847,0.7113733061342492,0.5516521997294066,0.5992397572598921,0.5724499849570989,0.3795168683915799,0.4763465169230746,0.5548283728177515,0,0.7353587723023736,0.6153126650675507,0.5456793756933521,0.5453273592084886,0.5403808209301422,0.5543338585625277,0.6921605292647998,0.5391135237126606,0.5139771005790601,0.6013782838783728,0.5326548330654067,0.5693602422716375,0.5935792626795392,0.6116970065577859,0.6744202573678917,0.648510367528257,0.6630193552050802,0.5157205618465796,0.5283040959602391,0.5765574566874492,0.6558483167874467,0.7305893526445786,0.6042007241945906,0.5465348584936833,0.6043471542636244,0.5857516379310163,0.6041857596351694,0.7676429953476466,0.6737179166944555,0.696727938114358,0.6756871188640194,0.5686969372964891,0.6671341341567607,0.482147027593369,0.5491393933955362,0.5360849393175672,0.532327762966619,0.5885990101415485,0.5549575840833167,0.6145597381335991,0.8094236972723932,0.6231207877476042,0.7182503810784288,0.5666152405237331,0.7320952367325165,0.699164385001549,0.6418537512678887,0.5058835341843579,0.5406601229968968,0.6079279042401481,0.5498258969246429
0.7972637864288188,0.8529928031357569,0.7924632732417471,0.7625587041488785,0.7796034278430898,0.7099797475400296,0.8314338507545052,0.598136427140916,0.7353587723023736,0,0.8320177404858896,0.7051123440244943,0.733565707959551,0.6978973099309074,0.7702489914920876,0.8560109980042813,0.6791732873921745,0.7354407842115598,0.8033728832210646,0.6967470427985444,0.7588124550320287,0.7385505399541007,0.7074294220342984,0.6786121567111238,0.6787359140532798,0.6351788126579022,0.6538577870783359,0.7272500412389196,0.6887405055665552,0.859013280344373,0.7018910028694482,0.7241732448159593,0.7486686810194786,0.6682423766152342,0.7278662460533534,0.7280375748784963,0.7508327088364232,0.707651711430363,0.6681741072381852,0.8042765419314105,0.7340563401074276,0.6597385133779451,0.7564301217599363,0.6978612306786511,0.7215477264908032,0.6603642742106404,0.6560382966038134,0.6652661746508978,0.659059416858917,0.9173057284231428,0.6799666058988335,0.6407801968760138,0.7262349771400394,0.6964916665383352,0.6553380300228524,0.6776148616102199,0.7081527312191109,0.6552328087892151,0.8269978182152199,0.6908448357463661
