RTF241,RTF242,RTF243,RTF244,RTF246,RTF247,RTF249,RTF250,RTF252,RTF253,RTF254,RTF255,RTF256,RTF257,RTF258,RTF259,RTF260,RTF261,RTF262,RTF263,RTF265,RTF266,RTF267,RTF268,RTF269,RTF270,RTF271,RTF272,RTF273,RTF274,RTF275,RTF276,RTF277,RTF278,RTF279,RTF280,RTF281,RTF282,RTF283,RTF284,RTF285,RTF287,RTF289,RTF290,RTF292,RTF293,RTF294,RTF295,RTF299,RTF300,RTF301
0,0.4100682132508393,0.5331788973913922,0.4466694423079096,0.7250562135866939,0.700248591861272,0.6805930507681606,0.6632183890178839,0.7147040508711826,0.7136718758608545,0.7717419877990529,0.7386206940694191,0.6882222580776133,0.6971496651302499,0.7186516470296341,0.6742882785700081,0.7322125930574376,0.6038690233154553,0.6499033784323346,0.5815275755917324,0.9757660285828723,0.6574472646530717,0.6772766748395848,0.6514294480460013,0.6601332900154399,0.73711576212029,0.7288865608803033,0.7948196727464154,0.7550722114760672,0.743758748980774,0.9675593018258976,0.7804848371969256,0.79485376800773,0.7782833371176985,0.7550595169209501,0.8333578014735032,0.8142057527574872,0.9107619207901683,0.9969161408470474,0.91741204106038,0.9146102529444311,0.9686177778743273,0.984727909157566,0.9860627655001813,0.7232278207130536,0.747279709402112,0.7086731352513033,0.7009858182148601,0.8746667810294252,0.8786228173697443,0.6749026425049011
0.4100682132508393,0,0.5621409604411259,0.5059485518037904,0.734924459168514,0.7096092151907583,0.7057846131106045,0.6732455956591414,0.718073641532474,0.7077589504645292,0.7735671882530837,0.7390666992917847,0.7009580464306767,0.7005227721190471,0.7103471482429184,0.7269210841547312,0.7021683482856172,0.6517782198469464,0.6626835757650077,0.6189132175465544,0.9636726123012944,0.6610749570492362,0.6910443499368695,0.690487647525696,0.6891459844084585,0.7373567734059314,0.7474475017443248,0.7700891429539735,0.7585929778136212,0.7655919036466995,0.9658692120716466,0.7982797606929779,0.7937900823498786,0.7676904675462098,0.7471401171560844,0.8344314906342927,0.8157931245234777,0.8992886317511691,0.996204708959793,0.9309853765926742,0.9129708546257563,0.9738546143510312,0.9799657452392199,0.9816711898842233,0.7499964999646664,0.743401502690617,0.7439141204033226,0.7410861115812166,0.8772748813692561,0.8873852662394177,0.7199199847543348
0.5331788973913922,0.5621409604411259,0,0.49990717222856973,0.7513643686575631,0.7087499071626757,0.68621450646662,0.6865531176463971,0.7376858319224596,0.7152698198979583,0.741852675334335,0.7246158080623691,0.7131450301921503,0.7169412537026403,0.7301616317545286,0.697043843080657,0.6907362511805295,0.641513077827206,0.7043026694864123,0.6508110609885258,0.9603242167439027,0.6802352264165105,0.6160899960063115,0.6657384249460573,0.6383655866176895,0.6988021811767422,0.7432028597118965,0.8212288291231206,0.7942128864793585,0.7867780496140402,0.9703443569694289,0.7801715969902934,0.8107402913833167,0.7594608054222253,0.7663896648904676,0.8392199403763132,0.8538651495902313,0.8897395627980108,0.9953512407962961,0.9061045327955372,0.904739059377247,0.9643521095740514,0.982511430255572,0.9886987319065739,0.7336747467065192,0.749015986262349,0.7242261686149376,0.7419678027742709,0.8491181766509647,0.8725447910093038,0.6832119552623899
0.4466694423079096,0.5059485518037904,0.49990717222856973,0,0.7516914106673712,0.7178183611411721,0.6972256064102648,0.679587685600608,0.7297630338329307,0.7359007972752855,0.7564173519335691,0.7436446905060761,0.7245302110999348,0.7264206460558553,0.710058582542724,0.7063434592084119,0.7048936353913068,0.6217964998242894,0.7107115874299069,0.667488810288571,0.9778835664538787,0.7069840829116182,0.6565902786637947,0.6437411575492689,0.6467631887434797,0.7060708583179315,0.7686866427701944,0.8390148760678016,0.7774524749847482,0.7729354975405239,0.9877633027913189,0.7961252158218204,0.8219548528323857,0.7743978621954081,0.7732067390383444,0.8654833132757075,0.8719464317195114,0.9086324084173143,0.9898124339863927,0.9402068377573604,0.915883435032119,0.9698565141355372,0.9876315466721017,0.9849708559565475,0.7328458222036852,0.7795056213153101,0.752164897384929,0.7291583762707441,0.868330236390455,0.8710800941525982,0.6788943454912744
0.7250562135866939,0.734924459168514,0.7513643686575631,0.7516914106673712,0,0.40104148182497606,0.5418234134186538,0.47708182734047494,0.6583615992359974,0.6493495002359803,0.7297623242071495,0.6745592248204385,0.640565170700637,0.583402920057392,0.6480357013497676,0.6501866465290479,0.6545564037399418,0.6976362961300082,0.7425397228277294,0.7448928538077372,0.9492077922978974,0.6540502509805043,0.6682580443523741,0.6349260025011935,0.6626286586783914,0.7295239611629477,0.776877129232302,0.8133073860646418,0.7589324442810855,0.797993159177669,0.9924641774695195,0.7880422093221475,0.7601409462916037,0.8136143118027908,0.7709376562480725,0.818593638884783,0.80593556325596,0.8928758207607226,0.9943260750662816,0.8727121444772603,0.8937313362539212,0.94155487668651106,0.9829654194433451,0.9960038421861893,0.7945549408048728,0.776275863753067,0.7781914169811859,0.7801444620824785,0.869957176997688,0.8854932980068418,0.5987133475828857
0.700248591861272,0.7096092151907583,0.7087499071626757,0.7178183611411721,0.40104148182497606,0,0.4290138379134014,0.35824890721814623,0.5948964764942178,0.5988925937246707,0.655442012639592,0.6399247337839119,0.5926553840563816,0.5361864413027522,0.6242079504663386,0.6199971631058709,0.5947202146457129,0.6681848414006532,0.681886217022505,0.6951547017902598,0.9507361866787826,0.5540564482566104,0.57483701817634,0.5165650593783938,0.5555860918007783,0.6341563683715924,0.7584131499877811,0.7971210317945255,0.7615066003199683,0.7824815374229762,0.9845314155637201,0.7487772951718057,0.751143050099009,0.770794562027039,0.7263887733589108,0.8216094078914971,0.8258635842217836,0.8609759693315874,0.9859182286573281,0.8808217814968266,0.8820586614474437,0.9612399924288324,0.9971893734979691,0.9966704263715032,0.7557087858306925,0.7539025866254414,0.7709085945691725,0.7583230390150628,0.8542991512384266,0.8637818558364212,0.4667031896716545
0.6805930507681606,0.7057846131106045,0.68621450646662,0.6972256064102648,0.5418234134186538,0.4290138379134014,0,0.3654115324080882,0.5844939895820825,0.611400847454322,0.6369831898043011,0.6245497541437353,0.5883995063209914,0.5897557136735402,0.6338389455558026,0.630367014730819,0.5572836521824615,0.6129616212632207,0.6776085598961609,0.6644656624849843,0.9576477659304656,0.527665693129595,0.48988528245040736,0.48106978970466585,0.4968260246180145,0.5824696623424687,0.7507381763470238,0.8066754325996432,0.7472343125919042,0.7710561065374762,0.990268163647749,0.7351575422914575,0.7378713692392537,0.7308119448148109,0.7555694756570114,0.8406289548063663,0.8429815237585262,0.8532804625653845,0.9826604918837359,0.8979875277173188,0.8783715825960463,0.9659386769660622,0.9969402249861772,0.9934722768848779,0.7650492606937174,0.7691442928992664,0.7651452381883737,0.7702255037434886,0.8460607348675936,0.851497298369221,0.31502028346944233
0.6632183890178839,0.6732455956591414,0.6865531176463971,0.679587685600608,0.47708182734047494,0.35824890721814623,0.3654115324080882,0,0.6015652404137022,0.5636607122463182,0.6642224481364212,0.6181571057919649,0.5568814200713567,0.5279258439276882,0.5887346469484424,0.6035833217532666,0.5526507743362592,0.645514321257259,0.6542030364253408,0.6584782784662243,0.9608955927517573,0.5028498169741242,0.5192689680925744,0.505082421213893,0.5211548172710135,0.5970427168234366,0.7582213354696298,0.783605324719143,0.7681322208021928,0.7837168302921783,0.9806999581687539,0.7653939206505392,0.7541545009176036,0.7561254020008112,0.7468861352375529,0.8054029282697096,0.8150579358085598,0.863060242712938,0.9822735575570012,0.8833214970095546,0.8792323241788033,0.9654340148854262,0.9940750955803108,0.9892043616223596,0.744398176106061,0.7473796937866041,0.7549626573157228,0.7376569153790599,0.8574281455385248,0.8679305291990986,0.423694053895396
0.7147040508711826,0.718073641532474,0.7376858319224596,0.7297630338329307,0.6583615992359974,0.5948964764942178,0.5844939895820825,0.6015652404137022,0,0.33234975241018144,0.559475342034429,0.4943003733624603,0.5351109017957595,0.5108406857925165,0.5334227820639839,0.5194740533448999,0.540758873330845,0.66015995016092,0.6977215321576804,0.7119173750837534,0.9561791378309749,0.638417554215038,0.6065868905017094,0.584941259863018,0.6372923917432183,0.6243389173728926,0.7842868536623598,0.8030187220961386,0.7931117697486457,0.7954538623706058,0.9801512675065731,0.7708601599940329,0.7898094643980732,0.7783394411239,0.7715965649899281,0.8470260153919975,0.8485071787049333,0.8605260915937427,0.9841217917149165,0.876989255326865,0.8722062289109628,0.973752478260927,0.9933289112016618,0.9862719838427471,0.7767848702303889,0.7714427572713526,0.7764287181802743,0.769179723934757,0.8505493911406198,0.8420753941033572,0.6019823102986473
0.7136718758608545,0.7077589504645292,0.7152698198979583,0.7359007972752855,0.6493495002359803,0.5988925937246707,0.611400847454322,0.5636607122463182,0.33234975241018144,0,0.5844793892561059,0.4209428144503508,0.4819481144518676,0.45826346925368694,0.5396989110875744,0.5002117804300082,0.5758141453789571,0.6983567328818978,0.6845115290687902,0.6912793579946654,0.9671941643520756,0.6135628875645085,0.6248575635460171,0.5997022646970418,0.643005769832793,0.656332458190894,0.7644837185056846,0.7646356871659601,0.7667231109347152,0.7788658753464228,0.9712882195156897,0.7441724299768786,0.7432139895469598,0.7679421307553759,0.734901318390593,0.7996557926196033,0.8075025221888347,0.8557308511927932,0.9869216613351746,0.8653054623927151,0.866740191179913,0.9668660802437609,0.9906610892304583,0.9801908815306023,0.7634457562388042,0.7415652398376397,0.735804197364945,0.7380754066040738,0.8400129221970729,0.8515212607754811,0.6476924599464651
